source_id,A_V,A_V_err,A_Ks,A_Ks_err,dustmap_used
6653162456161626368,0.0,0.0,0.0,0.0,none
4045698423617983488,0.009774038419464372,5.822198138225504e-06,0.000762374996718221,3.909879112940541e-05,Edenhofer
4045698732855626624,0.009816725540188405,9.575397803548105e-06,0.0007657045921346955,3.927400459048191e-05,Edenhofer
4511540132852601984,0.007874680138918996,4.587637456966406e-05,0.0006142250508356817,3.1701325477225216e-05,Edenhofer
6649788119394186112,0.0,0.0,0.0,0.0,none
6631685008336771072,0.0,0.0,0.0,0.0,none
2105033123258653056,0.0,0.0,0.0,0.0,none
6446274293824799488,0.0,0.0,0.0,0.0,none
6663600360560306560,0.0,0.0,0.0,0.0,none
6441658161757713920,0.0,0.0,0.0,0.0,none
6663346029775435264,0.013068199552470251,3.915121435670953e-06,0.0010193195650926795,5.227369022092133e-05,Edenhofer
6742986538895222144,0.0,0.0,0.0,0.0,none
6643851448094862592,0.0,0.0,0.0,0.0,none
6764421281858414208,0.0,0.0,0.0,0.0,none
6645604928622813568,0.0,0.0,0.0,0.0,none
6684976378430611200,0.0,0.0,0.0,0.0,none
6739809744861879040,0.0,0.0,0.0,0.0,none
4208867838967405952,0.0,0.0,0.0,0.0,none
4196039806746796928,0.0,0.0,0.0,0.0,none
6666178680963755008,0.0,0.0,0.0,0.0,none
6846651450099142016,0.0,0.0,0.0,0.0,none
4242728884389090944,0.0,0.0,0.0,0.0,none
6472232212871226240,0.0,0.0,0.0,0.0,none
6904064446906104832,0.0,0.0,0.0,0.0,none
1818630234217334784,0.0,0.0,0.0,0.0,none
6469390701164107648,0.0,0.0,0.0,0.0,none
6800238044930953600,0.0,0.0,0.0,0.0,none
6683306151547010688,0.0,0.0,0.0,0.0,none
6681126197945439232,0.0,0.0,0.0,0.0,none
6469758109848076928,0.0,0.0,0.0,0.0,none
6470742481994348416,0.0,0.0,0.0,0.0,none
6778413151435607680,0.0,0.0,0.0,0.0,none
6456528236185330816,0.0,0.0,0.0,0.0,none
6580617125631533184,0.0,0.0,0.0,0.0,none
1785074513721959552,0.018954555426298193,0.00015019619324616767,0.001478455323251259,7.671799703221348e-05,Edenhofer
6453115042855073664,0.0,0.0,0.0,0.0,none
6803442674646843008,0.0,0.0,0.0,0.0,none
6399670771926369152,0.0,0.0,0.0,0.0,none
6577998398172195840,0.0,0.0,0.0,0.0,none
6404113069483950208,0.0,0.0,0.0,0.0,none
6817856584892201600,0.0,0.0,0.0,0.0,none
6342940473056949120,0.0,0.0,0.0,0.0,none
6817950657560102016,0.0,0.0,0.0,0.0,none
6562534626120396032,0.0,0.0,0.0,0.0,none
6402514555672235264,0.0,0.0,0.0,0.0,none
6558592945653864448,0.0,0.0,0.0,0.0,none
6571446820698811904,0.0,0.0,0.0,0.0,none
6399481449767430528,0.0,0.0,0.0,0.0,none
6574929244606066048,0.0,0.0,0.0,0.0,none
2727844441062478464,0.0,0.0,0.0,0.0,none
6567961678075907968,0.015606925687904007,3.377031657817867e-06,0.0012173402036565126,6.242825846414292e-05,Edenhofer
1906802687282244864,0.0,0.0,0.0,0.0,none
6405089921141776128,0.0,0.0,0.0,0.0,none
6356939008427348992,0.0,0.0,0.0,0.0,none
2629875442474447616,0.0,0.0,0.0,0.0,none
6391851457545654912,0.0,0.0,0.0,0.0,none
6381776460702010624,0.0,0.0,0.0,0.0,none
2830234429879927040,0.03508489612486424,3.8693595763269064e-05,0.002736621897739411,0.00014037203392387114,Edenhofer
6527965293348044288,0.0,0.0,0.0,0.0,none
6503059740071544064,0.0,0.0,0.0,0.0,none
6378892098104874880,0.0,0.0,0.0,0.0,none
