"moca_oid","GaiaDR3_ID","twomass_id","moca_aid","moca_mtid","designation","ra","dec","spectral_type","banyan_prob","gmag","rmag","bmag","parallax_mas","prot_days","age_string_myr","age_myr","age_myr_unc","age_myr_unc_pos","age_myr_unc_neg"
137373,5514563533617613568,"08101811-4858252","SCYA114","BF","Gaia DR2 5514563533617613568",122.5754529,-48.9736646,"(M3.4)",,16.567,15.362,18.079,2.5911099910736084,6.842,19,19,,,
144339,5565921068910893440,"07073672-3757302","SCYA114","BF","Gaia DR2 5565921068910893440",106.9029764,-37.9583749,"(M3.4)",,16.144,14.939,17.657,3.5712900161743164,1.23,19,19,,,
137030,5514297864119705984,"08120146-4936078","SCYA114","BF","Gaia DR2 5514297864119705984",123.0060674,-49.6021384,"(M3.4)",,16.691,15.485,18.185,2.5896499156951904,1.364,19,19,,,
144374,5565991265856246272,"07060222-3737208","SCYA114","BF","Gaia DR2 5565991265856246272",106.5092795,-37.6224389,"(M3.4)",,16.267,15.06,17.784,3.6031999588012695,0.63,19,19,,,
446427,5586241796140464256,"07273405-3801196","SCYA114","BF","Gaia eDR3 5586241796140464256",111.8918897,-38.0221063,"(M3.5)",,16.355,15.144,17.881,2.9079699516296387,0.44,19,19,,,
145701,5590127057915957120,"07131531-3629396","SCYA114","BF","Gaia DR2 5590127057915957120",108.3137616,-36.4943078,"(M3.6)",,16.281,15.063,17.872,3.6693899631500244,0.84,19,19,,,
144286,5565538267065698048,"07033462-3851032","SCYA114","BF","Gaia DR2 5565538267065698048",105.8941922,-38.8508745,"(M3.6)",,15.744,14.522,17.338,3.641010046005249,3.2,19,19,,,
137380,5514566690412520448,"08093010-4855077","SCYA114","BF","Gaia DR2 5514566690412520448",122.375422,-48.918816,"(M3.6)",,16.857,15.635,18.455,2.6236701011657715,1.72,19,19,,,
137795,5515874082758664576,"08115745-4858503","SCYA114","BF","Gaia DR2 5515874082758664576",122.9893964,-48.9806154,"(M3.6)",,16.558,15.336,18.124,2.850519895553589,1.421,19,19,,,
125291,5321172323192731008,"08350713-5304252","SCYA114","BF","Gaia DR2 5321172323192731008",128.7795736,-53.0735365,"(M3.6)",,15.536,14.312,17.139,6.590469837188721,0.94,19,19,,,
137106,5514354317171091328,"08105013-4922476","SCYA114","BF","Gaia DR2 5514354317171091328",122.708902,-49.3798879,"(M3.7)",,17.499,16.273,19.08,2.604180097579956,1.624,19,19,,,
288246,5514359230613789184,"08094128-4927074","SCYA114","CM","Gaia DR2 5514359230613789184",122.4219661,-49.4520622,"(M3.7)",,15.977,14.75,17.361,2.494309902191162,2.84,19,19,,,
137052,5514323290326719360,"08091385-4933181","SCYA114","BF","Gaia DR2 5514323290326719360",122.3077014,-49.5550149,"(M3.7)",,16.955,15.723,18.565,2.9685399532318115,1.693,19,19,,,
220480,5565909867636359808,"07062901-3816059","SCYA114","BF","Gaia DR2 5565909867636359808",106.6208611,-38.2682746,"(M3.8)",,16.974,15.741,18.658,3.5213499069213867,0.8,19,19,,,
137180,5514369229297398400,"08103780-4910118","SCYA114","BF","Gaia DR2 5514369229297398400",122.6574838,-49.1699629,"(M3.8)",,17.648,16.414,19.328,2.7741899490356445,1.251,19,19,,,
220494,5565977315802930304,"07055514-3754168","SCYA114","BF","Gaia DR2 5565977315802930304",106.4797252,-37.9046601,"(M3.9)",,16.998,15.757,18.615,3.491450071334839,1.71,19,19,,,
144337,5565916258547987840,"07073428-3806201","SCYA114","BF","Gaia DR2 5565916258547987840",106.892839,-38.105602,"(M3.9)",,16.823,15.579,18.473,3.5882999897003174,0.84,19,19,,,
220535,5566273904766569472,"07045780-3705360","SCYA114","BF","Gaia DR2 5566273904766569472",106.2407973,-37.0933216,"(M4.0)",,16.797,15.549,18.458,3.669029951095581,0.48,19,19,,,
124568,5316965243808427392,"08464263-5508129","SCYA114","CM","Gaia DR2 5316965243808427392",131.677415,-55.1368301,"(M4.0)",,15.057,13.807,16.718,6.8618597984313965,0.4,19,19,,,
446956,5590482058433265024,"07101086-3532588","SCYA114","CM","Gaia eDR3 5590482058433265024",107.5452111,-35.5496793,"(M4.0)",,16.327,15.076,17.868,3.3422300815582275,0.5,19,19,,,
220802,5577894853615745152,"07010092-3712518","SCYA114","BF","Gaia DR2 5577894853615745152",105.2537506,-37.2143825,"(M4.0)",,16.592,15.34,18.259,3.807919979095459,1.49,19,19,,,
124912,5318359153978705920,"08492254-5257411","SCYA114","BF","Gaia DR2 5318359153978705920",132.3436898,-52.9613343,"(M4.0)",,16.024,14.771,17.722,6.502630233764648,1.23,19,19,,,
221414,5589664369679329792,,"SCYA114","BF","Gaia DR2 5589664369679329792",111.20349615809032,-35.92172133657069,"(M4.1)",,16.551,15.289,17.978,3.5025599002838135,5.8,19,19,,,
137789,5515859273711523328,"08120188-4907020","SCYA114","BF","Gaia DR2 5515859273711523328",123.007844,-49.117249,"(M4.4)",,17.711,16.431,19.616,2.658790111541748,0.393,19,19,,,
137857,5516066222415018368,"08104521-4851431","SCYA114","BF","Gaia DR2 5516066222415018368",122.688393,-48.861988,"(M4.4)",,17.386,16.104,19.238,2.8630099296569824,1.066,19,19,,,
220493,5565973673670279168,"07064543-3748493","SCYA114","BF","Gaia DR2 5565973673670279168",106.689314,-37.813705,"(M4.6)",,16.667,15.375,18.489,3.6341300010681152,0.33,19,19,,,
137399,5514581671260067712,"08095590-4843584","SCYA114","CM","Gaia DR2 5514581671260067712",122.4829164,-48.7328628,"(M4.8)",,18.04,16.729,20.052,2.679080009460449,0.933,19,19,,,
137862,5516070581803261824,"08105730-4841089","SCYA114","BF","Gaia DR2 5516070581803261824",122.7386825,-48.6857942,"(M4.9)",,18.203,16.888,20.142,2.8789000511169434,1.144,19,19,,,
221413,5589664369679329280,,"SCYA114","BF","Gaia DR2 5589664369679329280",111.20350930155884,-35.92114396992255,"(M4.9)",,17.231,15.912,18.839,3.3635900020599365,5.81,19,19,,,
124820,5318112004377552768,"08404046-5322507","SCYA114","BF","Gaia DR2 5318112004377552768",130.168435,-53.3806429,"(M5.0)",,17.102,15.777,19.122,6.660679817199707,0.25,19,19,,,
170605,5514348098058500736,"08101841-4926312","SCYA114","CM","Gaia DR2 5514348098058500736",122.5766756,-49.4419898,"(M5.2)",,17.481,16.141,19.235,2.522130012512207,0.512,19,19,,,
137082,5514345040035778944,"08104235-4927530","SCYA114","BF","Gaia DR2 5514345040035778944",122.67649,-49.464741,"(M5.2)",,17.866,16.525,19.43,2.7210800647735596,1.01,19,19,,,
283391,5514298924970807424,"08115815-4933283","SCYA114","BF","GES J08115815-4933283",122.9922981,-49.5578304,"(M5.2)",,18.068,16.726,20.107,2.506999969482422,0.456,19,19,,,
282584,5514354587747828864,"08104689-4921338","SCYA114","CM","Cl* NGC 2547 OJD 73",122.6952815,-49.3594297,"(M5.3)",,18.644,17.297,20.96,2.627890110015869,0.188,19,19,,,
137068,5514336480165371264,"08085463-4927033","SCYA114","BF","Gaia DR2 5514336480165371264",122.2275965,-49.450923,"(M5.5)",,17.664,16.379,19.246,2.2951300144195557,1.108,19,19,,,
256587,5514320880843244416,"08085529-4939292","SCYA114","BF","2MASS J08085529-4939292",122.2303781,-49.6581165,"(M5.5)",,18.387,17.04,20.414,2.8059298992156982,0.624,19,19,,,
220529,5566198004104011008,"07050151-3718552","SCYA114","BF","Gaia DR2 5566198004104011008",106.2562696,-37.3153467,"(M5.5)",,17.093,15.802,18.899,3.6263599395751953,0.42,19,19,,,
447029,5591318825443604352,"07290268-3445300","SCYA114","BF","Gaia eDR3 5591318825443604352",112.2611538,-34.758306,"(M5.5)",,16.858,15.634,18.479,2.4830899238586426,2.89,19,19,,,
125012,5318571840758892288,"08401000-5235115","SCYA114","BF","Gaia DR2 5318571840758892288",130.041693,-52.586529,"(M5.6)",,16.703,15.359,18.764,6.544950008392334,0.11,19,19,,,
137092,5514348407296105344,"08104252-4924552","SCYA114","BF","Gaia DR2 5514348407296105344",122.6771152,-49.4153447,"(M5.6)",,17.56,16.287,19.395,2.4778800010681152,0.333,19,19,,,
144385,5566006933896998528,"07074242-3729474","SCYA114","BF","Gaia DR2 5566006933896998528",106.9267067,-37.4964743,"(M5.6)",,17.321,15.974,19.309,3.758929967880249,0.27,19,19,,,
137325,5514550506977203328,"08073022-4901579","SCYA114","BF","Gaia DR2 5514550506977203328",121.8758537,-49.0327814,"(M5.6)",,16.567,15.377,18.025,2.4995200634002686,0.82,19,19,,,
144409,5566057751949599232,"07100014-3724585","SCYA114","BF","Gaia DR2 5566057751949599232",107.5005542,-37.416226,"(M5.6)",,17.092,15.825,18.841,3.6153299808502197,0.87,19,19,,,
283223,5514340637694042368,"08084386-4922097","SCYA114","BF","GES J08084386-4922097",122.1826755,-49.3693157,"(M5.7)",,17.857,16.508,19.763,3.4342100620269775,0.283,19,19,,,
137119,5514358058081825920,"08110933-4911533","SCYA114","BF","Gaia DR2 5514358058081825920",122.7888675,-49.1981659,"(M5.7)",,17.657,16.418,19.343,2.5886499881744385,1.074,19,19,,,
124980,5318536037910263808,"08431548-5238493","SCYA114","BF","Gaia DR2 5318536037910263808",130.8143778,-52.6469563,"(M5.7)",,16.094,14.785,17.979,6.54217004776001,0.64,19,19,,,
144236,5565139934618290560,"07084203-3835341","SCYA114","BF","Gaia DR2 5565139934618290560",107.1751128,-38.592824,"(M5.7)",,16.323,15.079,17.912,3.5459699630737305,1.25,19,19,,,
144469,5566228932165926400,"07052830-3700266","SCYA114","BF","Gaia DR2 5566228932165926400",106.3679016,-37.0073975,"(M5.7)",,16.772,15.537,18.378,3.510309934616089,0.18,19,19,,,
124828,5318119116844316032,"08355198-5352054","SCYA114","BF","Gaia DR2 5318119116844316032",128.9664455,-53.868114,"(M5.7)",,15.607,14.383,17.196,6.51639986038208,1.5,19,19,,,
137343,5514555317338523648,"08093443-4906027","SCYA114","CM","Gaia DR2 5514555317338523648",122.393466,-49.1007532,"(M5.7)",,17.81,16.53,19.768,2.462559938430786,1.491,19,19,,,
145516,5589184192335699840,"07193858-3719457","SCYA114","BF","Gaia DR2 5589184192335699840",109.9107038,-37.3293598,"(M5.7)",,16.214,14.949,17.868,3.203429937362671,0.35,19,19,,,
220197,5561620638416960768,"07201973-4010364","SCYA114","BF","Gaia DR2 5561620638416960768",110.0822111,-40.1767634,"(M5.7)",,16.803,15.564,18.492,3.1559500694274902,0.74,19,19,,,
282588,5514563774129415296,"08104314-4856475","SCYA114","CM","Cl* NGC 2547 OJD 78",122.6797841,-48.946497,"(M5.7)",,18.786,17.443,20.807,2.976210117340088,0.265,19,19,,,
124845,5318165743010208000,"08392716-5309519","SCYA114","BF","Gaia DR2 5318165743010208000",129.8630023,-53.1643371,"(M5.7)",,15.445,14.224,17.004,6.667490005493164,0.69,19,19,,,
124906,5318333349814767744,"08483385-5327456","SCYA114","BF","Gaia DR2 5318333349814767744",132.1409036,-53.4625661,"(M5.8)",,15.97,14.702,17.716,6.800149917602539,0.28,19,19,,,
282574,5514371664538399104,"08105917-4904277","SCYA114","CM","Cl* NGC 2547 OJD 53",122.746585,-49.0743796,"(M5.8)",,18.278,16.967,20.341,2.523289918899536,0.7,19,19,,,
221434,5589883065114736768,"07200189-3558322","SCYA114","BF","Gaia DR2 5589883065114736768",110.0078629,-35.9755878,"(M5.8)",,17.011,15.784,18.621,3.317650079727173,1.49,19,19,,,
137386,5514568447060149760,"08102002-4849510","SCYA114","BF","Gaia DR2 5514568447060149760",122.5833633,-48.830829,"(M5.8)",,16.902,15.654,18.532,2.6837899684906006,0.35,19,19,,,
137025,5514293809670338944,"08101164-4943591","SCYA114","BF","Gaia DR2 5514293809670338944",122.5484433,-49.733058,"(M5.8)",,16.77,15.54,18.425,2.650710105895996,0.68,19,19,,,
137135,5514362353048890240,"08094490-4918342","SCYA114","BF","Gaia DR2 5514362353048890240",122.4370361,-49.3094629,"(M5.8)",,16.996,15.763,18.656,2.6072499752044678,2.405,19,19,,,
144271,5565308228616295552,"07124150-3734195","SCYA114","BF","Gaia DR2 5565308228616295552",108.1729117,-37.5720597,"(M5.9)",,16.784,15.519,18.543,3.2790000438690186,0.21,19,19,,,
137059,5514334663399974656,"08090471-4933274","SCYA114","BF","Gaia DR2 5514334663399974656",122.2696167,-49.5575938,"(M5.9)",,16.188,14.996,17.675,2.997390031814575,4.993,19,19,,,
144458,5566206529616713472,"07061003-3721041","SCYA114","BF","Gaia DR2 5566206529616713472",106.5417707,-37.3511486,"(M5.9)",,16.554,15.315,18.233,3.6190199851989746,1.99,19,19,,,
137366,5514562090508565888,"08094287-4903413","SCYA114","BF","Gaia DR2 5514562090508565888",122.4286779,-49.0614851,"(M6.0)",,18.18,16.84,20.223,2.8473401069641113,1.481,19,19,,,
145662,5589522086001592192,"07190203-3557218","SCYA114","BF","Gaia DR2 5589522086001592192",109.7584515,-35.9560512,"(M6.0)",,16.722,15.519,18.274,3.2719500064849854,0.51,19,19,,,
144809,5578312393156336384,"07025338-3635274","SCYA114","BF","Gaia DR2 5578312393156336384",105.7223946,-36.5909272,"(M6.0)",,17.221,15.906,19.211,3.829969882965088,0.38,19,19,,,
124831,5318143752776545280,"08351153-5327129","SCYA114","BF","Gaia DR2 5318143752776545280",128.7978951,-53.4535318,"(M6.0)",,16.238,14.964,17.995,6.52140998840332,0.63,19,19,,,
124773,5317886329617953536,"08413679-5356019","SCYA114","BF","Gaia DR2 5317886329617953536",130.4031219,-53.9337747,"(M6.0)",,16.48,15.162,18.443,6.709519863128662,0.17,19,19,,,
144235,5565139178704072320,"07090539-3835437","SCYA114","CM","Gaia DR2 5565139178704072320",107.2724701,-38.5954669,"(M6.0)",,16.316,15.044,18.009,3.6057400703430176,0.42,19,19,,,
144454,5566192751361860096,"07040151-3727357","SCYA114","BF","Gaia DR2 5566192751361860096",106.0062606,-37.4599016,"(M6.0)",,16.672,15.415,18.383,3.63142991065979,0.77,19,19,,,
145495,5589100492011380096,"07183199-3726481","SCYA114","BF","Gaia DR2 5589100492011380096",109.6332732,-37.4466812,"(M6.0)",,17.007,15.723,18.788,3.3860700130462646,0.48,19,19,,,
144468,5566225427472663424,"07051560-3710536","SCYA114","BF","Gaia DR2 5566225427472663424",106.3149936,-37.1815339,"(M6.0)",,16.498,15.262,18.151,3.6026899814605713,1.13,19,19,,,
145668,5589633686432810880,"07230305-3611055","SCYA114","BF","Gaia DR2 5589633686432810880",110.7626901,-36.1848772,"(M6.0)",,16.619,15.344,18.417,2.8866899013519287,0.28,19,19,,,
124973,5318524183800706048,"08424903-5252157","SCYA114","BF","Gaia DR2 5318524183800706048",130.704297,-52.87104,"(M6.0)",,15.944,14.639,17.848,6.566860198974609,0.45,19,19,,,
124758,5317793214724700928,"08411247-5438286","SCYA114","BF","Gaia DR2 5317793214724700928",130.301973,-54.641293,"(M6.0)",,16.385,15.056,18.374,6.902329921722412,0.65,19,19,,,
221663,5602607339523458304,"07062934-3432121","SCYA114","BF","Gaia DR2 5602607339523458304",106.6222237,-34.5367089,"(M6.0)",,16.915,15.708,18.523,3.102220058441162,1.18,19,19,,,
137206,5514374005300862336,"08101842-4902145","SCYA114","BF","Gaia DR2 5514374005300862336",122.5767073,-49.0372971,"(M6.0)",,15.504,14.454,16.607,2.5285298824310303,1.825,19,19,,,
446371,5585673348627512320,"07231088-3930051","SCYA114","BF","Gaia eDR3 5585673348627512320",110.7952846,-39.5013908,"(M6.0)",,16.532,15.35,18.033,2.8013501167297363,2.57,19,19,,,
145488,5589080597723005824,"07183808-3738212","SCYA114","BF","Gaia DR2 5589080597723005824",109.6586453,-37.6391918,"(M6.0)",,17.03,15.803,18.67,3.22337007522583,0.64,19,19,,,
137355,5514558654534839808,"08084294-4903502","SCYA114","BF","Gaia DR2 5514558654534839808",122.1789067,-49.0639448,"(M6.6)",,18.037,16.73,19.952,2.525700092315674,0.643,19,19,,,
75171,3209638685326214912,"05345222-0428161","SCYA115","BF","Gaia DR2 3209638685326214912",83.7176139,-4.4711678,"(M0.1)",,14.776,13.78,15.768,2.548110008239746,5.1042203,9,9,,,
2791425,3222357079919280000,"05372452+0026540","SCYA115","BF","Gaia DR3 3222357079919280000",84.3521856,0.4483192,"(M0.2)",,15.00846,14.00866,16.00709,2.7075693197447146,1.1096399198218572,9,9,,,
74384,3208858650544539648,"05273666-0636248","SCYA115","BF","Gaia DR2 3208858650544539648",81.9027743992764,-6.60684196880027,"(M0.2)",,14.662,13.662,15.528,3.0313899517059326,0.906569,9,9,,,
76649,3215927926195580544,"05324800-0342439","SCYA115","BF","Gaia DR2 3215927926195580544",83.200058,-3.7122233,"(M1.0)",,14.537,13.497,15.616,2.417949914932251,1.6486661,9,9,,,
75086,3209613774516153472,"05324836-0441435","SCYA115","BF","Gaia DR2 3209613774516153472",83.2015647,-4.6954323,"(M1.1)",,15.047,14,16.153,2.8654301166534424,7.04285,9,9,,,
50455,216695844707719424,"03440216+3219399","SCYA115","BF","Gaia DR2 216695844707719424",56.0090696,32.3277539,"(M1.1)",,14.909,13.861,16.117,3.0759499073028564,6.1289814,9,9,,,
74578,3209497260641375616,"05321886-0505266","SCYA115","BF","Gaia DR2 3209497260641375616",83.0786063,-5.0907371,"(M1.1)",,15.286,14.237,16.403,2.8642899990081787,1.24012,9,9,,,
84349,3340262900088330240,"05454845+1235055","SCYA115","BF","Gaia DR2 3340262900088330240",86.4518874,12.5848158,"(M1.8)",,15.744,14.652,16.936,3.213170051574707,6.283030033111572,9,9,,,
74691,3209529524437651328,"05354450-0507317","SCYA115","CM","Gaia DR2 3209529524437651328",83.935407,-5.125412,"(M2.4)",,14.874,13.74,16.137,2.58624005317688,2.76,9,9,,,
67511,3017238856433017728,"05350825-0550003","SCYA115","BF","Gaia DR2 3017238856433017728",83.7844566,-5.8334424,"(M2.8)",,15.678,14.518,17.004,2.5789198875427246,0.87054,9,9,,,
365870,3217658660576757248,"05354531-0053321","SCYA115","CM","V* V2587 Ori",83.9388001826386,-0.892288930411686,"(M4.9)",,17.733,16.418,19.402,2.6975300312042236,1.35,9,9,,,
2787559,3217607735149075072,"05353759-0102505","SCYA115","BF","Gaia DR3 3217607735149075072",83.906623,-1.047377,"(M5.7)",,16.94858,15.67785,18.61213,2.656650286811885,4.08,9,9,,,
75683,3210994829838336640,"05274595-0245492","SCYA115","BF","Gaia DR2 3210994829838336640",81.9415124,-2.7636945,"(M6.0)",,15.211,14.085,16.469,2.695359945297241,0.366797,9,9,,,
68244,3017374233811899136,"05354569-0510554","SCYA115","BF","Gaia DR2 3017374233811899136",83.9404281408579,-5.18209358042719,"(M6.3)",,17.344,15.915,19.538,2.6107099056243896,2.36,9,9,,,
66673,3016754109244010496,"05335838-0636166","SCYA115","BF","Gaia DR2 3016754109244010496",83.4932894,-6.6046308,"(M6.6)",,15.876,14.711,17.231,2.6164400577545166,0.557684,9,9,,,
2004408,2999457932348967296,"06230315-1347550","SCYA19","CM","Gaia DR3 2999457932348967296",95.7631248,-13.7986181,"(M1.3)",,16.46477,15.40347,17.60103,2.8336342154845786,1.6100974760736093,6,6,,,
2807850,3326945615252122752,"06411953+1017507","SCYA22","BF","Gaia DR3 3326945615252122752",100.3314009,10.2974103,"(M0.2)",,15.51485,14.51781,16.50042,1.399438832984877,6.6061502,5,5,,,
2803774,3326585284676026368,"06392598+0914571","SCYA22","CM","Gaia DR3 3326585284676026368",99.858216,9.2491973,"(M1.8)",,16.43043,15.34109,17.65038,1.3971684621231364,1.0827513,5,5,,,
2804476,3326741999442331008,"06413327+0956397","SCYA22","CM","Gaia DR3 3326741999442331008",100.3886457,9.9443804,"(M2.1)",,16.89234,15.78021,18.12145,1.3547108432794126,4.8683601,5,5,,,
2807892,3326955953236776960,"06404967+1017010","SCYA22","CM","Gaia DR3 3326955953236776960",100.206964,10.2836069,"(M3.0)",,17.17315,15.99772,18.54246,1.4882294709719481,4.3539677,5,5,,,
2807728,3326909846764926592,"06401477+0958436","SCYA22","CM","Gaia DR3 3326909846764926592",100.0616331,9.978821,"(M5.7)",,16.6154,15.49204,17.86641,1.371979670791762,8.8734049,5,5,,,
2807878,3326952246682107648,"06393093+1013150","SCYA22","CM","Gaia DR3 3326952246682107648",99.8789005,10.2208448,"(M5.8)",,16.521,15.38043,17.83424,1.3629242961151073,0.6252454,5,5,,,
2480960,2207265680051062400,"22545621+6234157","SCYA24","BF","Gaia DR3 2207265680051062400",343.734215,62.571033,"(M3.1)",99.9952,15.93399,14.74647,17.15762,1.1969865189724431,45.495899,3,3,,,
2386985,2178496546000705920,"21403242+5745195","SCYA24","BF","Gaia DR3 2178496546000705920",325.135094,57.755417,"(M3.7)",92.1441,17.16653,15.93464,18.77035,1.2564694890639225,0.592712,3,3,,,
281583,337175174919090688,"02430199+4246541","SCYA32","HM","Cl* NGC 1039 IAH 4-2533",40.7582911,42.781713,"(M0.2)",,16.838,15.839,17.845,1.9922300577163696,0.49,20,20,,,
366026,337195752107089280,"02413272+4302162","SCYA32","CM","V* V793 Per",40.3863656,43.037866,"(M0.5)",,17.007,15.994,18.069,1.9701000452041626,5.99,20,20,,,
368541,337156929897885184,,"SCYA32","CM","[MMS2011] 9",40.26770891694636,42.586624977076426,"(M1.8)",,16.65669,15.56726,17.8259,2.149262562053271,0.51,20,20,,,
2922187,414759807754229120,"00452166+4956472","SCYA36","HM","Gaia DR3 414759807754229120",11.340262,49.946468,"(M4.1)",,18.70209,17.4468,20.17939,2.465070308336902,0.32167628352823957,7,7,,,
1892659,2068349876303403904,"20185913+4042225","SCYA40","CM","Gaia DR3 2068349876303403904",304.746409,40.706272,"(M0.0)",99.9856,16.36011,15.37193,17.27477,1.0106087174787488,1.27667,2,2,,,
2003437,2922564205136898816,"06542637-2343447","SCYA47","CM","Gaia DR3 2922564205136898816",103.609896,-23.729095,"(M0.9)",,17.22292,16.18959,18.28352,1.1187752915794948,1.9836987278026648,16,16,,,
2359155,2170242237323643392,"21013622+5221442","SCYA52","BF","Gaia DR3 2170242237323643392",315.40092,52.3622773,"(M4.1)",,16.84855,15.58951,18.60928,1.8699290015460597,3.5766815,2,2,,,
2359235,2170297247264606464,"20585978+5222182","SCYA52","BF","Gaia DR3 2170297247264606464",314.7490637,52.3717509,"(M4.6)",,16.18893,14.89567,17.6858,1.6929791498134596,6.3400186,2,2,,,
2348036,2164053803628164864,"21104812+4537307","SCYA53","CM","Gaia DR3 2164053803628164864",317.700526,45.625214,"(M2.6)",,17.2365,16.09079,18.55935,1.3388349847291237,6.029527,3,3,,,
1096,4853515084038073344,"03263705-3850158","SCYA56","BF","2MASS J03263705-3850158",51.6546369,-38.8377573,"(M3.4)",,13.708,12.504,15.223,12.429300308227539,1.6094,43,43,,,
2744,4841643450834660608,"04001002-4256311","SCYA56","BF","2MASS J04001002-4256311",60.0419462,-42.9420027,"(M3.5)",,13.999,12.786,15.556,11.969300270080566,3.5561,43,43,,,
1717889,5875436474052303744,"15202643-6056045","SCYA6","CM","Gaia DR3 5875436474052303744",230.110147,-60.934605,"(M0.2)",,16.11092,15.11304,16.94347,1.2327556123705499,2.101653509531248,5,5,,,
185946,2932320824649286656,"06571357-2009237","SCYA65","BF","Gaia DR2 2932320824649286656",104.3065458,-20.1566174,"(M1.4)",,14.142,13.076,15.288,5.8953399658203125,4.029729843139648,30,30,,,
182945,2270685442018921984,"21062280+6906523","SCYA69","BF","Gaia DR2 2270685442018921984",316.595159326737,69.1146022652649,"(M3.6)",,15.913,14.691,17.521,5.380070209503174,6.8157,21,21,,,
145285,5586914972137328256,"07442274-3708174","SCYA77","CM","Gaia DR2 5586914972137328256",116.0946491,-37.1381198,"(M1.1)",,13.963,12.918,15.059,5.066309928894043,0.3,42,42,,,
142487,5536809162106730112,"07451654-4013598","SCYA77","BF","Gaia DR2 5536809162106730112",116.3188706,-40.2332288,"(M2.3)",,14.681,13.551,15.976,5.000800132751465,5.56,42,42,,,
145163,5586740802622256896,"07403087-3812081","SCYA77","BF","Gaia DR2 5586740802622256896",115.1285422,-38.2022428,"(M3.0)",,15.031,13.85,16.476,5.175079822540283,1.84,42,42,,,
145292,5586933973073374976,"07424469-3715039","SCYA77","BF","Gaia DR2 5586933973073374976",115.6861026,-37.2510419,"(M3.4)",,15.671,14.464,17.201,5.054029941558838,0.82,42,42,,,
145350,5587137966838686336,"07411299-3706365","SCYA77","BF","Gaia DR2 5587137966838686336",115.3040529,-37.1100839,"(M3.5)",,15.943,14.729,17.503,4.909639835357666,0.87,42,42,,,
142840,5538807180895102720,"07462980-3752442","SCYA77","BF","Gaia DR2 5538807180895102720",116.6240768,-37.8789363,"(M3.7)",,16.136,14.907,17.743,5.158559799194336,1.27,42,42,,,
142702,5538621157270230144,"07455957-3852412","SCYA77","BF","Gaia DR2 5538621157270230144",116.4981497,-38.8780596,"(M3.8)",,15.64,14.406,17.27,5.220330238342285,0.36,42,42,,,
142681,5538555701971794816,"07493031-3825133","SCYA77","BF","Gaia DR2 5538555701971794816",117.3761904,-38.4203053,"(M3.9)",,15.694,14.454,17.324,5.176609992980957,0.47,42,42,,,
142630,5538346760399645440,"07485066-3934098","SCYA77","BF","Gaia DR2 5538346760399645440",117.211096,-39.569389,"(M4.3)",,16.384,15.113,18.085,5.389309883117676,0.62,42,42,,,
145161,5586739153354818432,,"SCYA77","BF","Gaia DR2 5586739153354818432",115.08210761644393,-38.26415536366405,"(M4.7)",,16.078,14.778,17.7,5.013830184936523,3.72,42,42,,,
145197,5586772585380952064,"07413471-3759469","SCYA77","BF","Gaia DR2 5586772585380952064",115.3945517,-37.9963388,"(M6.0)",,15.861,14.622,17.49,5.111760139465332,0.36,42,42,,,
145234,5586830786476904832,"07414828-3740183","SCYA77","BF","Gaia DR2 5586830786476904832",115.451072,-37.6716977,"(M6.0)",,17.127,15.786,19.058,5.276400089263916,0.53,42,42,,,
142531,5537150045070151552,"07421408-3910462","SCYA77","BF","Gaia DR2 5537150045070151552",115.5585874,-39.1794362,"(M6.0)",,16.932,15.614,18.926,5.1487298011779785,0.37,42,42,,,
145195,5586769183766946816,"07420837-3758254","SCYA77","BF","Gaia DR2 5586769183766946816",115.534754,-37.9737158,"(M6.0)",,15.833,14.634,17.302,5.213510036468506,2.06,42,42,,,
145082,5585246566320882688,"07375264-3849099","SCYA77","CM","Gaia DR2 5585246566320882688",114.469234,-38.819368,"(M6.0)",,16.88,15.531,18.824,5.050509929656982,0.32,42,42,,,
2201175,2018980979632555776,"19253506+2209090","SCYA89","BF","Gaia DR3 2018980979632555776",291.3961053,22.1525,"(M6.6)",,14.52298,13.64032,15.29272,1.973763861795274,2.575703172969254,7,7,,,
45956,2076389505336259712,"19414161+4007030","SCYA96","BF","Gaia DR2 2076389505336259712",295.4233723,40.1174454,"(M5.6)",,17.121,15.87,18.764,3.15733003616333,1.37,29,29,,,
3894,3405909374965722368,"04483062+1623187","SHYA","HM","LP 416-570",72.1280639,16.3884224,"(M0.0)",,11.646,10.657,12.637,20.764699935913086,15.9145,"695 +85/-67",695,76,85,67
16531,151312419393052032,"04291097+2614484","SHYA","HM","LP 358-730",67.2961962102698,26.2465803711514,"(M1.1)",,12.054,11.01,13.151,20.9143009185791,18.02,"695 +85/-67",695,76,85,67
3422,3312960205303089664,"04295572+1654506","SHYA","HM","HG 7-244",67.4827388,16.9139281,"(M1.4)",,11.964,10.9,13.098,22.726499557495117,14.52,"695 +85/-67",695,76,85,67
512488,384052750089843328,"00055520+4129289","SHYA","HM","Gaia EDR3 384052750089843328",1.4813861,41.4914552,"(M1.5)",,11.821,10.751,12.97,25.04050064086914,1.12709,"695 +85/-67",695,76,85,67
2722,53257461329357312,"03591417+2202380","SHYA","HM","HG 8-59",59.8098019,22.0436951,"(M1.7)",,12.067,10.981,13.253,24.753000259399414,20.73,"695 +85/-67",695,76,85,67
