source_paper,star_name,source_id,ra,dec,pmra,pmdec,prot_days,age_gyr,age_err_lo_gyr,age_err_hi_gyr,age_method,parallax,parallax_error,bp_rp,bp_rp_0,ebpminrp_gspphot,ruwe,high_ruwe,phot_g_mean_mag,binary_type,twomass_id,k_m,k_cmsig,A_Ks,A_Ks_err,k_m_0,M_Ks,flag_outside_mann_range,mass_msun,mass_msun_err_lo,mass_msun_err_hi,tau_ce_days,rossby_number,tau_ce_err_days
Engle2023,G201-40,1600882199829338368,227.9715095500628,56.41314630588021,-222.7103795032225,-294.7398254036402,77.6,5.16,2.87,3.77,wd_companion,17.41767670563224,0.018178198,2.5922127,,,1.2193037,1.0,14.626679,,15115361+5624523,11.148,0.02,0.0,0.0,11.148,7.352951126144049,False,0.2435285070603835,0.0058372564110416,0.0058770110690142,214.4566532898169,0.3618446842734755,41.944582277124894
Engle2023,Proxima Cen,5853498713190525952,217.39232147200883,-62.67607511676666,-3781.741008265163,769.4650146478623,86.4,5.3,0.7,0.7,system_age,768.0665391873573,0.049872905,3.8045802,,,0.97145325,0.0,8.984749,,14294291-6240465,4.384,0.033,0.0,0.0,4.384,8.810994227437078,False,0.1239475169187221,0.0032068167271557,0.0032484495035228,214.59,0.4026282678596393,30.9
Engle2023,G87-28,946030529073021952,107.55549608697169,37.66831559930888,-209.28153394130828,-280.80880855544444,91.1,5.42,1.45,1.7,wd_companion,44.60083534517721,0.4368635,2.899953,,,33.12374,1.0,13.232475,,07101359+3740104,9.473,0.018,0.0,0.0,9.473,7.719714964233754,False,0.2033464444314713,0.0051932107816504,0.005273237651828,208.35649933679716,0.4372313812622744,35.4700664974605
Engle2023,2MASS J23095781+5506472,1996725077535282944,347.4942602443266,55.11334934475551,409.0668851208582,42.478462401165714,104.1,5.47,0.26,0.61,wd_companion,60.92132302167948,0.0270537957549095,3.527838706970215,3.5264387070201337,0.0013999999500811,1.1729120016098022,0.0,13.98619270324707,,23095781+5506472,9.601,0.015,0.0,0.0,9.601,8.524846631459859,False,0.1395976334442455,0.0032177235184408,0.0032457420364735,214.59,0.4851111421781071,30.9
Engle2023,LSPM J1604+3909W,1379500928055726848,241.20868366880867,39.16016523606519,-562.8536015218508,42.2310012063391,127.9,6.9,0.9,0.9,ms_companion,69.63745120606852,0.019233797,2.908185,,,1.1453565,0.0,12.854803,,16045093+3909359,9.159,0.017,0.0,0.0,9.159,8.37321433581945,False,0.1492497400749296,0.0034856579070113,0.0035069299948503,214.59,0.5960203178153689,30.9
Engle2023,LHS 229,975968718869126016,112.67690130725812,48.19395397764997,-201.28231349716827,-1272.162430366848,152.3,8.71,0.46,0.56,wd_companion,88.7231202625499,0.029806500300765,2.9579944610595703,,,1.356261134147644,1.0,12.116490364074709,,07304280+4811599,8.34,0.015,0.0,0.0,8.34,8.080184034561388,False,0.1708756382664286,0.0039358911534248,0.003970581216463,214.59,0.7097255230905448,30.9
Engle2023,GJ 299,3098328182579892224,122.99468256110134,8.750401522062495,1069.811738087307,-5094.220103378359,156.9,9.5,1.5,1.5,kinematics,147.72184850183513,0.094956644,2.992114,,,2.0968676,1.0,11.397289,,08115757+0846220,7.66,0.026,0.0,0.0,7.66,8.50722366755663,False,0.1406623464721694,0.0034861492688268,0.0035128622294593,214.59,0.7311617503145533,30.9
Engle2023,LP 906-23,5402903764121956352,170.83997871620534,-32.38324719419744,-228.3082956698228,40.81083408736024,78.3,4.86,1.57,4.41,wd_companion,10.84782568856653,0.038403213,2.805872,,,1.1790636,0.0,15.117716,,11232190-3223003,11.297,0.023,0.0011397995646235,5.845317405758672e-05,11.295860200435378,6.472573690396414,False,0.3672389029138593,0.0089060884949179,0.0090335528671711,152.0148268345494,0.5150813353569814,16.35993333191118
Engle2023,GJ 213,3340477717172813824,85.547707594821,12.482359917793618,1997.3418701227267,-1569.3549468971642,158.6,9.5,1.5,1.5,kinematics,172.67623105398982,0.028589317575097,2.869905471801758,2.869905471801758,0.0,1.114727020263672,0.0,10.11378002166748,,05420897+1229252,6.389,0.016,0.0,0.0,6.389,7.57516280444055,False,0.2183311771316119,0.0050600641832124,0.0051038027901869,204.3555757058596,0.7760982270837661,38.403327923513025
Engle2023,Barnard's Star (GJ 699),4472832130942576128,269.4485025254384,4.739420051112412,-801.5509783684709,10362.394206546573,149.1,9.5,1.5,1.5,kinematics,546.975939730948,0.0401163548231124,2.8336968421936035,2.8336968421936035,0.0,1.084850549697876,0.0,8.193974494934082,,17574849+0441405,4.524,0.02,0.0,0.0,4.524,8.213841115470641,False,0.160513193675101,0.0038310716365235,0.0038444209255145,214.59,0.6948133650216692,30.9
