moca_oid,GaiaDR3_ID,twomass_id,moca_aid,moca_mtid,designation,ra,dec,spectral_type,banyan_prob,gmag,rmag,bmag,parallax_mas,prot_days,age_string_myr,age_myr,age_myr_unc,age_myr_unc_pos,age_myr_unc_neg,k_m,k_cmsig,k_msigcom,k_snr,bp_rp,ebpminrp_gspphot,ruwe,parallax,bprp0
124886,5318283012799031808,08424099-5330359,VELA,HM,Gaia DR2 5318283012799031808,130.6706158,-53.5098749,(M1.6),,14.309,13.233,15.486,6.604420185089111,2.36,2-9960,4981.0,4979.0,4979.0,4979.0,10.926,0.0212,0.0229,313.34,2.2607012,0.238,1.1240678,6.604423463072114,2.0227013
145717,5590159699666573696,07142606-3615220,VELA,CM,Gaia DR2 5590159699666573696,108.6085544,-36.2561243,(M1.6),,15.713,14.635,16.9,3.395070075988769,6.14,2-9960,4981.0,4979.0,4979.0,4979.0,12.322,0.0226,0.0242,92.82,2.2879372,0.2781,0.9944747,3.395066331627084,2.0098372
64124,2945082718667832704,06201998-1606353,VELA,CM,Gaia DR2 2945082718667832704,95.0832601,-16.109774,(M1.6),,16.358,15.279,17.559,2.647739887237549,9.72719955444336,2-9960,4981.0,4979.0,4979.0,4979.0,12.982,0.0301,0.0313,52.31,2.343913,,0.97748065,2.6477408027284755,
64046,2944849347324605824,06230253-1619234,VELA,CM,Gaia DR2 2944849347324605824,95.7605443,-16.323162,(M1.6),,16.257,15.178,17.487,2.641439914703369,4.597559928894043,2-9960,4981.0,4979.0,4979.0,4979.0,12.85,0.026,0.0274,61.15,2.3802633,0.4123,1.0303864,2.641435551725267,1.9679633
145507,5589134783032063104,07213370-3727296,VELA,CM,Gaia DR2 5589134783032063104,110.3903935,-37.4582013,(M1.7),,15.648,14.566,16.778,3.232990026473999,3.52,2-9960,4981.0,4979.0,4979.0,4979.0,12.252,0.0211,0.0228,106.08,2.2930412,0.3286,1.7945858,3.232990466976543,1.9644413
145385,5587291898466476288,07471488-3649527,VELA,CM,Gaia DR2 5587291898466476288,116.812041,-36.831322,(M1.7),,14.115,13.032,14.969,5.262460231781006,2.03,2-9960,4981.0,4979.0,4979.0,4979.0,10.808,0.0209,0.0226,326.0,1.947443,0.7275,2.1257446,5.262458349745958,1.219943
62738,2924503228248561536,06283196-2341108,VELA,CM,Gaia DR2 2924503228248561536,97.1331646,-23.6863254,(M1.7),97.2141,15.729,14.645,16.911,3.215670108795166,2.258490085601806,2-9960,4981.0,4979.0,4979.0,4979.0,12.332,0.0298,0.031,88.84,2.282978,0.2633,1.0235469,3.215671874402374,2.019678
125009,5318569195058991616,08405752-5238207,VELA,HM,Gaia DR2 5318569195058991616,130.2395017,-52.6389997,(M1.7),,14.342,13.257,15.534,6.665299892425537,2.02,2-9960,4981.0,4979.0,4979.0,4979.0,10.916,0.0193,0.0211,327.36,2.2848454,0.2474,1.1506478,6.66530332535566,2.0374453
145351,5587138825832077440,07411027-3704342,VELA,HM,Gaia DR2 5587138825832077440,115.2927437,-37.0761187,(M1.7),,15.054,13.967,16.249,5.065549850463867,0.27,2-9960,4981.0,4979.0,4979.0,4979.0,11.598,0.0228,0.0244,168.74,2.291978,0.2877,1.0321652,5.0655473907034105,2.004278
137359,5514560097643858432,08085779-4901170,VELA,HM,Gaia DR2 5514560097643858432,122.2408012,-49.0214081,(M1.8),,16.421,15.329,17.668,2.5231499671936035,5.137,2-9960,4981.0,4979.0,4979.0,4979.0,13.001,0.0304,0.0316,59.02,2.4020014,0.319,0.99876094,2.523148385184635,2.0830014
142490,5536820706978656768,07445744-4002547,VELA,HM,Gaia DR2 5536820706978656768,116.239356,-40.048534,(M1.8),,14.866,13.772,16.057,5.20596981048584,0.22,2-9960,4981.0,4979.0,4979.0,4979.0,11.384,0.0194,0.0212,191.79,2.2981453,,1.0712364,5.205966628231737,
65307,2994551533506889728,06132800-1320159,VELA,CM,Gaia DR2 2994551533506889728,93.3666547,-13.3377704,(M1.9),99.9275,15.809,14.714,17.033,3.2615699768066406,0.4275670051574707,2-9960,4981.0,4979.0,4979.0,4979.0,12.382,0.0272,0.0285,90.91,2.3669853,,1.0365196,3.261569641369216,
142647,5538425822158520576,07461775-3908500,VELA,HM,Gaia DR2 5538425822158520576,116.573879,-39.147181,(M1.9),,15.067,13.97,16.281,5.187449932098389,0.5205,2-9960,4981.0,4979.0,4979.0,4979.0,11.637,0.0209,0.0226,151.92,2.322711,0.2754,1.0740677,5.1874470036775735,2.047311
145556,5589300809286677248,07175198-3702155,VELA,CM,Gaia DR2 5589300809286677248,109.466603,-37.037651,(M1.9),,15.791,14.693,16.923,3.340689897537231,1.8,2-9960,4981.0,4979.0,4979.0,4979.0,12.353,0.0355,0.0365,87.14,2.2690105,0.2852,0.98777115,3.3406851230920838,1.9838105
137384,5514568034743288448,08101502-4851129,VELA,HM,Gaia DR2 5514568034743288448,122.5625422,-48.8535776,(M1.9),,15.646,14.548,16.853,2.5932600498199463,3.439,2-9960,4981.0,4979.0,4979.0,4979.0,12.219,0.0257,0.0271,113.19,2.3600655,0.3102,1.3136754,2.593264895609467,2.0498655
64086,2944906315770683776,06232351-1606045,VELA,CM,Gaia DR2 2944906315770683776,95.8479307135412,-16.1012642817501,(M1.9),,16.401,15.302,17.625,2.7980198860168457,1.8342299461364744,2-9960,4981.0,4979.0,4979.0,4979.0,12.966,0.0242,0.0257,54.96,2.395483,,1.0243293,2.7980156176563247,
389278,2944000691847421568,,VELA,CM,Gaia eDR3 2944000691847421568,96.4666423,-17.0520024,(M2.0),,15.103,14.001,15.76,2.5631299018859863,3.706540107727051,2-9960,4981.0,4979.0,4979.0,4979.0,,,,,1.8375502,,1.0687122,2.563127560430129,
137295,5514519656231127808,08072234-4932033,VELA,HM,Gaia DR2 5514519656231127808,121.8430494,-49.534259,(M2.0),,16.448,15.346,17.701,2.5419600009918213,3.08,2-9960,4981.0,4979.0,4979.0,4979.0,12.975,0.0244,0.0259,58.4,2.4349556,0.3559,0.9981253,2.5419557713341563,2.0790555
142689,5538595662343818880,07445754-3902300,VELA,HM,Gaia DR2 5538595662343818880,116.2396459,-39.041605,(M2.0),,15.2,14.096,16.435,5.152500152587891,1.73,2-9960,4981.0,4979.0,4979.0,4979.0,11.755,0.0191,0.0209,136.28,2.3506393,,1.0727341,5.15250093831116,
64139,2945114054749146752,06205116-1550105,VELA,CM,Gaia DR2 2945114054749146752,95.2131435,-15.8362696,(M2.0),,16.583,15.478,17.827,2.5792899131774902,4.348209857940674,2-9960,4981.0,4979.0,4979.0,4979.0,13.13,0.0301,0.0313,47.25,2.4168577,0.3422,0.99367595,2.579292547150765,2.0746577
221667,5602649498923737472,07100114-3428129,VELA,CM,Gaia DR2 5602649498923737472,107.5047355,-34.4702302,(M2.0),,15.994,14.888,17.244,3.299880027770996,3.08,2-9960,4981.0,4979.0,4979.0,4979.0,12.491,0.0228,0.0244,76.74,2.376255,0.2983,0.9929761,3.299880159084707,2.077955
63557,2938271072337379072,06225173-2040127,VELA,CM,Gaia DR2 2938271072336139008,95.7155402,-20.6701526,(M2.0),,15.889,14.781,17.147,3.193079948425293,3.058120012283325,2-9960,4981.0,4979.0,4979.0,4979.0,12.44,0.0303,0.0315,92.35,2.3925896,0.2811,1.0273973,3.19308427284777,2.1114895
142617,5538040134095112448,07550477-3906450,VELA,CM,Gaia DR2 5538040134095112448,118.76988,-39.112522,(M2.1),,15.033,13.921,16.264,5.239930152893066,3.74,2-9960,4981.0,4979.0,4979.0,4979.0,11.542,0.0535,0.0542,171.64,2.3542585,0.2751,1.0533563,5.239926852210427,2.0791585
145160,5586739149057369472,,VELA,HM,Gaia DR2 5586739149057369472,115.08197476169362,-38.26482710694794,(M2.1),,14.891,13.779,16.056,5.112979888916016,3.72,2-9960,4981.0,4979.0,4979.0,4979.0,,,,,2.2865782,,1.1704742,5.112976305741102,
144208,5564969029280300928,07165525-3825380,VELA,CM,Gaia DR2 5564969029280300928,109.2301513,-38.4272022,(M2.1),,15.881,14.768,17.138,3.427330017089844,2.17,2-9960,4981.0,4979.0,4979.0,4979.0,12.413,0.0317,0.0328,82.46,2.4129734,0.3215,1.0998149,3.427329240594563,2.0914733
142711,5538639367931677568,07450437-3840568,VELA,HM,Gaia DR2 5538639367931677568,116.2680933,-38.6823566,(M2.2),,15.222,14.106,16.496,5.201429843902588,4.24,2-9960,4981.0,4979.0,4979.0,4979.0,11.706,0.0191,0.0209,142.57,2.4020672,,1.0529858,5.201425720281846,
63665,2940995833946538496,06134726-2116132,VELA,CM,Gaia DR2 2940995833946538496,93.4468982,-21.2703414,(M2.2),,15.72,14.603,16.997,3.915780067443848,0.7032589912414551,2-9960,4981.0,4979.0,4979.0,4979.0,12.204,0.0212,0.0229,107.11,2.406992,0.2869,1.0125293,3.915778418478943,2.120092
145692,5590100738356103680,07125649-3655435,VELA,HM,Gaia DR2 5590100738356103680,108.2353405,-36.9287133,(M2.2),,15.032,13.915,16.266,3.3868300914764404,0.29,2-9960,4981.0,4979.0,4979.0,4979.0,11.495,0.0229,0.0245,185.53,2.3775702,0.3113,1.492038,3.386833999902496,2.06627
389485,2944901574126954624,06221025-1612469,VELA,CM,Gaia eDR3 2944901574126954624,95.5427037,-16.2129967,(M2.2),,16.52,15.402,17.808,2.770659923553467,2.6120901107788086,2-9960,4981.0,4979.0,4979.0,4979.0,13.053,0.0271,0.0284,50.72,2.4744673,0.3331,1.0120679,2.7706577381642075,2.1413672
144228,5565095816714827264,07105731-3846220,VELA,CM,Gaia DR2 5565095816714827264,107.7387211,-38.7727435,(M2.2),,15.97,14.851,17.246,3.514770030975342,4.37,2-9960,4981.0,4979.0,4979.0,4979.0,12.524,0.0277,0.029,67.12,2.4199123,0.2895,0.9816798,3.5147699676527018,2.1304123
63922,2944041068840141568,06224670-1655233,VELA,CM,Gaia DR2 2944041068839017984,95.6945912,-16.9231465,(M2.2),,16.516,15.396,17.826,3.00206995010376,8.512410163879395,2-9960,4981.0,4979.0,4979.0,4979.0,12.988,0.026,0.0274,53.85,2.4943361,0.3336,0.9928681,3.0020731771487505,2.160736
145479,5589051529384394880,07174803-3755556,VELA,CM,Gaia DR2 5589051529384394880,109.4501346,-37.9321081,(M2.2),,16.172,15.051,17.496,3.39113998413086,2.23,2-9960,4981.0,4979.0,4979.0,4979.0,12.66,0.0303,0.0315,65.68,2.4929,0.3524,1.0530595,3.391137711774099,2.1404998
145078,5585236327117962624,07395708-3823253,VELA,HM,Gaia DR2 5585236327117962624,114.9877583,-38.3903715,(M2.2),,15.28,14.159,16.567,5.123579978942871,1.53,2-9960,4981.0,4979.0,4979.0,4979.0,11.8,0.026,0.0274,140.09,2.4183102,0.2882,1.012045,5.123580579898727,2.1301103
137859,5516067356286460288,08113238-4848010,VELA,HM,Gaia DR2 5516067356286460288,122.8849216,-48.8002981,(M2.2),,16.677,15.555,17.971,2.605459928512573,9.523,2-9960,4981.0,4979.0,4979.0,4979.0,13.197,0.0409,0.0418,47.6,2.468298,0.3218,0.9547855,2.605462769707044,2.146498
142514,5537072559561338368,07430833-3940571,VELA,HM,Gaia DR2 5537072559561338368,115.784744,-39.682545,(M2.3),,15.367,14.244,16.656,5.202569961547852,2.31,2-9960,4981.0,4979.0,4979.0,4979.0,11.884,0.0272,0.0285,125.26,2.4244614,0.2993,1.0003697,5.202572683024269,2.1251614
125001,5318557237870027776,08411411-5240213,VELA,HM,Gaia DR2 5318557237870027776,130.3086316,-52.6724884,(M2.3),,14.642,13.517,15.919,6.597660064697266,3.9,2-9960,4981.0,4979.0,4979.0,4979.0,11.087,0.0172,0.0192,279.65,2.4089794,0.2891,1.0312191,6.59765673229838,2.1198795
64136,2945111065451879680,06214003-1551149,VELA,CM,Gaia DR2 2945111065451879680,95.4168235,-15.8541362,(M2.3),,16.556,15.43,17.857,2.820050001144409,3.5858500003814697,2-9960,4981.0,4979.0,4979.0,4979.0,13.048,0.0257,0.0271,49.23,2.4949102,0.3481,1.019082,2.8200479914548366,2.1468103
283280,5514346002114532352,08094675-4931067,VELA,HM,GES J08094675-4931067,122.4447173,-49.5184955,(M2.3),,16.651,15.525,17.998,2.2014000415802,0.293,2-9960,4981.0,4979.0,4979.0,4979.0,13.059,0.0315,0.0327,52.22,2.5905962,0.4202,1.0317634,2.201400886547032,2.1703963
137090,5514347445223517824,08095021-4927232,VELA,HM,Gaia DR2 5514347445223517824,122.4591575,-49.4564783,(M2.3),,16.612,15.484,17.946,2.4913899898529053,0.43,2-9960,4981.0,4979.0,4979.0,4979.0,13.123,0.0371,0.0381,49.23,2.5398798,0.358,1.0619532,2.491388688174202,2.1818798
142487,5536809162106730112,07451654-4013598,VELA,CM,Gaia DR2 5536809162106730112,116.3188706,-40.2332288,(M2.3),,14.681,13.551,15.976,5.000800132751465,5.56,2-9960,4981.0,4979.0,4979.0,4979.0,11.158,0.0209,0.0226,236.17,2.4395428,0.3123,1.1359086,5.000802993720361,2.1272428
142398,5535986452532465280,07452331-4108285,VELA,CM,Gaia DR2 5535986452532465280,116.3470715,-41.1412329,(M2.4),,15.286,14.155,16.596,5.030970096588135,2.58,2-9960,4981.0,4979.0,4979.0,4979.0,11.7,0.0242,0.0257,143.36,2.4571066,0.2676,1.0300949,5.030966879481448,2.1895065
137029,5514296627169047808,08105358-4934574,VELA,HM,Gaia DR2 5514296627169047808,122.7232153,-49.5826097,(M2.4),,16.638,15.506,17.946,2.6443400382995605,5.325,2-9960,4981.0,4979.0,4979.0,4979.0,13.145,0.0332,0.0343,48.24,2.5106936,0.3208,1.0424106,2.644339961026012,2.1898935
249983,5315337283708051584,08335877-5622019,VELA,HM,Gaia eDR3 5315337283708051584,128.4946421,-56.3670878,(M2.4),,12.465,11.332,13.067,7.26455020904541,1.1184,2-9960,4981.0,4979.0,4979.0,4979.0,9.249,0.0194,0.0212,1628.62,1.7408657,,14.311582,7.264552989787954,
137091,5514347788820872704,08101431-4928268,VELA,HM,Gaia DR2 5514347788820872704,122.5595795,-49.474109,(M2.4),,16.618,15.485,17.964,2.6320600509643555,1.216,2-9960,4981.0,4979.0,4979.0,4979.0,13.056,0.0275,0.0288,52.36,2.5490742,0.3499,1.0155016,2.6320613684046177,2.1991742
62952,2927610619918982272,07092987-2256185,VELA,HM,Gaia DR2 2927610619918982272,107.3744206,-22.9384708,(M2.4),,16.058,14.925,17.377,3.860359907150269,0.860450029373169,2-9960,4981.0,4979.0,4979.0,4979.0,12.533,0.0226,0.0242,76.42,2.4789267,0.3135,1.055154,3.8603617275268376,2.1654267
62264,2916875057096345728,06064353-2203075,VELA,CM,Gaia DR2 2916875057096345728,91.681362,-22.0520573,(M2.4),,15.804,14.67,17.113,3.883120059967041,1.772469997406006,2-9960,4981.0,4979.0,4979.0,4979.0,12.265,0.0255,0.0269,108.5,2.4512777,0.2817,1.0928831,3.8831175850446207,2.1695778
221372,5589260432295621760,07170420-3732543,VELA,HM,Gaia DR2 5589260432295621760,109.2674839,-37.5484241,(M2.4),,15.299,14.164,16.602,3.2504498958587646,1.34,2-9960,4981.0,4979.0,4979.0,4979.0,11.745,0.0229,0.0245,152.55,2.496376,0.3423,1.7655684,3.2504487071382844,2.154076
388978,2940578466204897792,06315297-1837375,VELA,CM,Gaia eDR3 2940578466204897792,97.9706437791373,-18.6271396434141,(M2.4),,16.551,15.416,17.769,2.6083500385284424,3.6603500843048096,2-9960,4981.0,4979.0,4979.0,4979.0,12.837,0.0347,0.0358,57.76,2.4277992,0.3658,1.0090467,2.608349864632445,2.0619993
282571,5514369504175295744,08103259-4909436,VELA,HM,Cl* NGC 2547 OJD 4,122.635806,-49.162125,(M2.4),,17.025,15.89,18.356,2.554270029067993,10.162,2-9960,4981.0,4979.0,4979.0,4979.0,13.535,0.0345,0.0356,33.68,2.5291977,0.3193,1.0241582,2.5542675340217027,2.2098978
145075,5585213855849297920,07405568-3842260,VELA,HM,Gaia DR2 5585213855849297920,115.232018,-38.707233,(M2.4),,15.433,14.297,16.748,5.248600006103516,1.16,2-9960,4981.0,4979.0,4979.0,4979.0,11.892,,,,2.4609728,0.2821,1.0183268,5.248597086628257,2.1788728
142807,5538750899641971584,07470398-3812406,VELA,HM,Gaia DR2 5538750899641971584,116.7665172,-38.2112118,(M2.4),,15.255,14.118,16.569,5.28971004486084,0.32,2-9960,4981.0,4979.0,4979.0,4979.0,11.74,0.0211,0.0228,138.17,2.4609156,0.2942,1.0460663,5.28970854861767,2.1667156
142682,5538567418642515456,07490321-3819529,VELA,HM,Gaia DR2 5538567418642515456,117.2632736,-38.3313255,(M2.5),,15.614,14.473,16.966,5.088650226593018,1.4,2-9960,4981.0,4979.0,4979.0,4979.0,12.037,0.0209,0.0226,101.54,2.504428,0.3106,0.96082664,5.088651748067024,2.1938279
144215,5565010845081299328,07161708-3825357,VELA,HM,Gaia DR2 5565010845081299328,109.0712,-38.42659,(M2.5),,15.427,14.284,16.768,3.35169005393982,0.33,2-9960,4981.0,4979.0,4979.0,4979.0,11.825,0.0315,0.0327,146.7,2.5460243,0.3524,1.3377768,3.3516926178641504,2.1936243
145767,5590456980121920896,07094817-3542504,VELA,CM,Gaia DR2 5590456980121920896,107.4506788,-35.7140037,(M2.5),,16.064,14.921,17.415,3.5044400691986084,2.03,2-9960,4981.0,4979.0,4979.0,4979.0,12.43,0.0257,0.0271,81.17,2.5124235,0.3201,1.0541368,3.50443520839313,2.1923234
62912,2926832165678228480,06455956-2124298,VELA,CM,Gaia DR2 2926832165678228480,101.49816397361,-21.4082763013612,(M2.5),,17.158,16.015,18.548,2.3201799392700195,2.455359935760498,2-9960,4981.0,4979.0,4979.0,4979.0,13.546,0.0318,0.0329,31.12,2.5647736,0.3342,0.99546283,2.320177716838147,2.2305737
64123,2945082512509388928,06203071-1604501,VELA,CM,Gaia DR2 2945082512509388928,95.1279478,-16.0805668,(M2.6),,16.86,15.715,18.241,2.760050058364868,2.8894200325012207,2-9960,4981.0,4979.0,4979.0,4979.0,13.345,0.043,0.0439,38.76,2.5899801,0.3812,0.9841197,2.760051890392032,2.20878
137390,5514573257423361920,08084759-4855204,VELA,HM,Gaia DR2 5514573257423361920,122.1982866,-48.9223557,(M2.6),,16.65,15.505,18.002,2.549570083618164,0.43,2-9960,4981.0,4979.0,4979.0,4979.0,13.104,0.0244,0.0259,53.68,2.5587654,0.3795,0.9942686,2.5495749189486925,2.1792655
124826,5318116299344817024,08400821-5317408,VELA,HM,Gaia DR2 5318116299344817024,130.0340477,-53.2946064,(M2.6),,14.828,13.682,16.181,6.659830093383789,3.07,2-9960,4981.0,4979.0,4979.0,4979.0,11.26,0.0191,0.0209,238.46,2.5066261,0.3104,1.0913001,6.659830073873744,2.1962261
212752,5288435532701302272,07251516-6415274,VELA,CM,Gaia DR2 5288435532701302272,111.313107,-64.2575884,(M2.6),,16.41,15.263,17.768,4.585319995880127,1.1467100381851196,2-9960,4981.0,4979.0,4979.0,4979.0,12.881,0.0343,0.0354,61.52,2.548521,0.322,1.0100926,4.585315041055129,2.226521
137855,5516065840159179264,08112069-4849225,VELA,HM,Gaia DR2 5516065840159179264,122.836228,-48.822929,(M2.6),,16.87,15.723,18.234,2.5617599487304688,2.758,2-9960,4981.0,4979.0,4979.0,4979.0,13.213,0.0301,0.0313,45.31,2.5668936,0.3545,1.042387,2.561763315174225,2.2123935
144333,5565897051454175104,07081180-3820350,VELA,HM,Gaia DR2 5565897051454175104,107.0491761,-38.343051,(M2.6),,15.614,14.465,16.972,3.599329948425293,0.46,2-9960,4981.0,4979.0,4979.0,4979.0,11.998,0.0226,0.0242,105.25,2.5248213,0.359,1.158036,3.599330535025763,2.1658213
137089,5514347032906681728,08093925-4928494,VELA,HM,Gaia DR2 5514347032906681728,122.4135423,-49.4804009,(M2.6),,16.768,15.619,18.133,2.554280042648315,1.517,2-9960,4981.0,4979.0,4979.0,4979.0,13.19,0.0328,0.0339,46.28,2.58842,0.349,1.0616484,2.5542818409141828,2.23942
221495,5590571844728072448,07140106-3455377,VELA,CM,Gaia DR2 5590571844728072448,108.5043786,-34.9271318,(M2.6),,16.505,15.355,17.889,3.401020050048828,3.89,2-9960,4981.0,4979.0,4979.0,4979.0,12.973,0.0318,0.0329,49.23,2.5530815,0.3581,0.9995869,3.401022956463128,2.1949816
142367,5535749576497065472,07503563-4116507,VELA,CM,Gaia DR2 5535749576497065472,117.6483324,-41.2807185,(M2.6),,15.388,14.237,16.746,5.281469821929932,1.26,2-9960,4981.0,4979.0,4979.0,4979.0,11.801,0.0191,0.0209,135.21,2.5246973,0.3324,0.9496094,5.281468799702434,2.1922972
124916,5318376093330970112,08523295-5247230,VELA,HM,Gaia DR2 5318376093330970112,133.1371295,-52.7896385,(M2.6),,14.827,13.676,16.178,6.557089805603027,2.91,2-9960,4981.0,4979.0,4979.0,4979.0,11.212,0.0209,0.0226,240.78,2.508994,0.2651,1.0671734,6.557085811905654,2.243894
142618,5538040134095112704,07550500-3906425,VELA,CM,Gaia DR2 5538040134095112704,118.77085,-39.111828,(M2.7),,15.355,14.203,16.697,5.250850200653076,3.73,2-9960,4981.0,4979.0,4979.0,4979.0,11.759,0.0226,0.0242,140.55,2.505846,0.3057,1.0742909,5.250845969113908,2.200146
145473,5589029573511901056,07201780-3749243,VELA,CM,Gaia DR2 5589029573511901056,110.0741166,-37.8234262,(M2.7),,16.375,15.219,17.773,3.352299928665161,1.75,2-9960,4981.0,4979.0,4979.0,4979.0,12.785,0.0275,0.0288,52.77,2.6183338,,1.0230361,3.3523029201819217,
137336,5514553878531244160,08085758-4911261,VELA,HM,Gaia DR2 5514553878531244160,122.2399229,-49.1905731,(M2.7),,17.11,15.954,18.521,2.5582098960876465,11.564,2-9960,4981.0,4979.0,4979.0,4979.0,13.42,0.0345,0.0356,40.13,2.6325626,0.3502,1.0620705,2.55820939302254,2.2823627
221390,5589404884934899456,07193225-3645102,VELA,CM,Gaia DR2 5589404884934899456,109.8843358,-36.7528332,(M2.7),,15.997,14.84,17.367,3.371220111846924,0.68,2-9960,4981.0,4979.0,4979.0,4979.0,12.383,0.0257,0.0271,84.77,2.567256,0.3462,1.3028623,3.371217526671916,2.221056
145438,5588232152708295424,07331089-3528516,VELA,CM,Gaia DR2 5588232152708295424,113.2952958,-35.4809653,(M2.7),,15.558,14.4,16.919,5.111040115356445,2.56,2-9960,4981.0,4979.0,4979.0,4979.0,11.94,0.0211,0.0228,141.39,2.5272589,0.341,1.0930343,5.111039376506071,2.1862588
145594,5589392962105549696,07185264-3658420,VELA,CM,Gaia DR2 5589392962105549696,109.7193012,-36.9783433,(M2.7),,16.454,15.295,17.878,3.3766300678253174,1.86,2-9960,4981.0,4979.0,4979.0,4979.0,12.885,0.0317,0.0328,51.57,2.6206665,0.3749,1.0024705,3.3766294792659366,2.2457664
137310,5514534293479431296,08081455-4909326,VELA,HM,Gaia DR2 5514534293479431296,122.0606183,-49.1590807,(M2.7),,16.808,15.649,18.21,2.591540098190308,2.43,2-9960,4981.0,4979.0,4979.0,4979.0,13.092,0.0318,0.0329,54.28,2.6255188,0.3546,1.0169289,2.591539123868462,2.2709188
137058,5514334178062504576,08083830-4932320,VELA,HM,Gaia DR2 5514334178062504576,122.1595585,-49.5422296,(M2.7),,16.667,15.508,17.967,2.5922300815582275,1.18,2-9960,4981.0,4979.0,4979.0,4979.0,13.12,0.029,0.0302,52.9,2.536313,0.3691,1.4947149,2.592230622305104,2.167213
137215,5514375066152563712,08110496-4859465,VELA,HM,Gaia DR2 5514375066152563712,122.7706597,-48.9962411,(M2.8),,16.946,15.786,18.356,2.5827200412750244,8.498,2-9960,4981.0,4979.0,4979.0,4979.0,13.286,0.0287,0.03,42.37,2.6293812,0.3492,1.0897887,2.5827231374729216,2.2801812
145526,5589212332960405632,07195956-3655284,VELA,CM,Gaia DR2 5589212332960405632,109.9981343,-36.924552,(M2.8),,16.744,15.582,18.181,3.169250011444092,1.01,2-9960,4981.0,4979.0,4979.0,4979.0,13.15,0.0394,0.0403,39.03,2.6628647,0.3485,1.0464009,3.169252449263232,2.3143647
142922,5539238670490126080,07471652-3712167,VELA,CM,Gaia DR2 5539238670490126080,116.8187531,-37.2045975,(M2.8),,15.602,14.439,17.001,5.2823100090026855,1.38,2-9960,4981.0,4979.0,4979.0,4979.0,11.98,0.0242,0.0257,110.77,2.57228,0.3247,1.0602897,5.282313635282973,2.24758
145593,5589392446709519104,07190857-3658423,VELA,CM,Gaia DR2 5589392446709519104,109.7856681,-36.9783874,(M2.8),,16.441,15.278,17.825,3.253159999847412,4.81,2-9960,4981.0,4979.0,4979.0,4979.0,12.837,0.0301,0.0313,55.8,2.6002388,0.3405,0.9863712,3.2531592064262638,2.259739
137347,5514555699597383296,08091645-4907239,VELA,HM,Gaia DR2 5514555699597383296,122.3185535,-49.1233079,(M2.8),,16.125,14.961,17.516,2.581029891967773,0.751,2-9960,4981.0,4979.0,4979.0,4979.0,12.501,0.0193,0.0211,93.54,2.6172009,0.374,1.0415311,2.581034729441433,2.2432008
137103,5514352839702295424,08115676-4918450,VELA,HM,Gaia DR2 5514352839702295424,122.986461,-49.3125213,(M2.8),,16.852,15.688,18.27,2.662909984588623,0.238,2-9960,4981.0,4979.0,4979.0,4979.0,13.182,0.0301,0.0313,48.26,2.6457443,0.3731,1.0140266,2.662910846690849,2.2726443
221485,5590431141598473088,07112333-3540225,VELA,CM,Gaia DR2 5590431141598473088,107.847236,-35.67292,(M2.8),,16.574,15.408,17.987,3.048579931259156,3.31,2-9960,4981.0,4979.0,4979.0,4979.0,13.007,0.047,0.0478,44.53,2.6634874,,0.93250215,3.048576334880075,
145405,5587580829506389120,07433996-3602580,VELA,CM,Gaia DR2 5587580829506389120,115.9164057,-36.0494019,(M2.8),,15.701,14.535,17.115,5.157350063323975,2.38,2-9960,4981.0,4979.0,4979.0,4979.0,12.09,0.0173,0.0193,103.61,2.5890045,0.325,1.0658426,5.157349068008397,2.2640045
137083,5514345211840457984,08103735-4928104,VELA,HM,Gaia DR2 5514345211840457984,122.6555306,-49.4695539,(M2.8),,16.83,15.664,18.248,2.6741199493408203,2.989,2-9960,4981.0,4979.0,4979.0,4979.0,13.158,0.0275,0.0288,47.67,2.6525707,0.3419,0.9833891,2.674124558388513,2.3106709
144424,5566125097037118464,07084217-3704227,VELA,HM,Gaia DR2 5566125097037118464,107.1756197,-37.0729577,(M2.9),,15.806,14.639,17.173,3.625839948654175,1.72,2-9960,4981.0,4979.0,4979.0,4979.0,12.104,0.0257,0.0271,95.46,2.5507927,0.3598,1.0937302,3.625843349407409,2.1909926
137026,5514293874091434368,08100591-4943595,VELA,HM,Gaia DR2 5514293874091434368,122.524653,-49.733215,(M2.9),,16.847,15.679,18.246,2.4834799766540527,0.38,2-9960,4981.0,4979.0,4979.0,4979.0,13.245,0.0393,0.0402,44.0,2.6601782,0.3695,1.0509866,2.4834816901990777,2.2906783
137796,5515877621811573376,08110722-4853061,VELA,HM,Gaia DR2 5515877621811573376,122.7800986,-48.885041,(M2.9),,16.001,14.833,17.36,2.5086801052093506,3.312,2-9960,4981.0,4979.0,4979.0,4979.0,12.313,0.0191,0.0209,103.81,2.5871344,0.4127,1.4959755,2.508680512375232,2.1744344
289425,5590914303941225728,07224663-3350576,VELA,HM,Gaia DR2 5590914303941225728,110.6942526,-33.8493401,(M2.9),,16.923,15.754,18.331,2.667530059814453,1.04,2-9960,4981.0,4979.0,4979.0,4979.0,13.322,0.0332,0.0343,36.95,2.609273,0.3387,0.99305797,2.667525925264623,2.270573
142742,5538681527331038336,07424119-3834418,VELA,HM,Gaia DR2 5538681527331038336,115.6715393,-38.5782306,(M2.9),,15.682,14.512,17.086,5.058710098266602,4.03,2-9960,4981.0,4979.0,4979.0,4979.0,12.11,0.0228,0.0244,105.3,2.585659,0.3226,1.0376981,5.058710984023787,2.2630591
