catalog,gaiadr3_id,star_name,ra,dec,parallax,source_paper,likely_mdwarf,BPRP0
cf_rotator_catalog,3052317812847136896,,105.60139345310762,-8.22070507198447,0.5976968266819036,,True,2.030758460278556
cf_rotator_catalog,3052323001167638656,,105.47459741844766,-8.1321744129733,0.5166160520241182,,True,1.7303859448541885
cf_rotator_catalog,3052324444276485888,,105.69139277814308,-8.142351993542265,1.080542986351685,,True,2.41443042193138
cf_rotator_catalog,3052325402050618624,,105.63862680141536,-8.119233067310143,0.8191065394208905,,True,1.8696089884531757
cf_rotator_catalog,3050044744349706240,,105.66163242769328,-8.592199874896837,3.286364099919558,,True,1.9330366162341313
cf_rotator_catalog,3050045053587396864,,105.6043343221024,-8.574969390352688,2.486872185857394,,True,1.8987393318024937
cf_rotator_catalog,3050056529740097536,,105.53215939123412,-8.58038342617446,0.4299147023905492,,True,1.8571370923102568
cf_rotator_catalog,3050059033706069632,,105.43234560031502,-8.549588923397051,4.201931879199965,,True,2.0992313458348923
cf_rotator_catalog,3051542313550460032,,105.8132322428632,-8.596223886071162,2.2401891434548533,,True,2.390901814180963
cf_rotator_catalog,3051544989311542400,,105.72886156493132,-8.608039778275009,1.4110741365774937,,True,2.0759019999507773
cf_rotator_catalog,3051547433151140224,,105.85229394931528,-8.489930781577835,0.4238292757298372,,True,2.1379791270515383
cf_rotator_catalog,3051548807537953408,,105.7732389050371,-8.434424558017216,-0.7870261535765997,,True,1.880506437881658
cf_rotator_catalog,3051559081100002944,,105.65507552726912,-8.456098791130042,1.0820828048883009,,True,2.5813431175450248
cf_rotator_catalog,3051564441219113728,,105.56173697863358,-8.351993439348643,-1.5756326665551703,,False,1.2661990738725946
cf_rotator_catalog,3051564475578793600,,105.5783175970306,-8.346451929057254,-0.6056639764116378,,True,1.9800712982567188
cf_rotator_catalog,3051571553692670848,,105.7656723528898,-8.265715018654326,1.5698480003203013,,True,2.752038830818281
cf_rotator_catalog,3051573580908857984,,105.82344054789404,-8.223061636235562,0.9033020807928378,,True,2.1514999352034785
cf_rotator_catalog,3052316163584921088,,105.42471805941696,-8.30680503311614,-1.046255508817812,,True,1.842229661494228
cf_rotator_catalog,3052317263091392768,,105.55209320764968,-8.26088855038643,2.177487851049533,,True,1.7149921310041547
cf_rotator_catalog,3052325681227010176,,105.74598688365916,-8.144657512966988,0.6439725007096054,,True,2.0374552581535115
cf_rotator_catalog,3450988286555378176,,88.22730141971662,32.37035913269936,0.9069603338096855,,True,1.6358333000965162
cf_rotator_catalog,3451012132216182016,,88.2696201956907,32.42764339493864,0.5055787198353577,,True,2.0599229146207776
cf_rotator_catalog,3451175207826331136,,88.05827171856858,32.376920035061936,-0.6719203030846298,,True,1.997397443045676
cf_rotator_catalog,3451180288771180416,,88.08252216636923,32.48273443333494,0.3299732315977535,,True,1.669238284698677
cf_rotator_catalog,3451181117701136768,,88.09903540078633,32.56232176254679,0.9259679014476974,,True,2.093999486486912
cf_rotator_catalog,3451181323859667584,,88.05119679684839,32.517090958418365,0.6257110196017651,,True,1.9254055458961905
cf_rotator_catalog,3451193689070599808,,87.9780669631036,32.59471705099621,0.7965012915531504,,True,1.7199574909080608
cf_rotator_catalog,3451194964677281408,,87.98910508492025,32.63257215212393,1.1007663154560157,,True,1.5660388866886783
cf_rotator_catalog,3451195235264893312,,87.96219299869803,32.661978659187476,0.319132870646098,,True,1.9956948531304568
