moca_oid,GaiaDR3_ID,twomass_id,moca_aid,moca_mtid,designation,ra,dec,spectral_type,banyan_prob,gmag,rmag,bmag,parallax_mas,prot_days,age_string_myr,age_myr,age_myr_unc,age_myr_unc_pos,age_myr_unc_neg,phot_g_mean_mag,bp_rp,ruwe,parallax,ebpminrp_gspphot,bprp0,flag_high_ruwe
1221,64588753286083328,03354639+2224500,PLE,HM,Gaia DR2 64588748990094720,53.9434258,22.4137444,(M6.0),99.9372,17.288,16.0,19.167,7.102049827575684,0.49395,127.4 +6.3/-10,127.4,8.15,6.3,10.0,17.380531,3.2268066,0.8975878,7.102051730797974,0.5185,2.7083068,False
241470,2739839631885865984,23524212+0310064,HSC749,CM,Gaia eDR3 2739839631885865984,358.1751277,3.1683956,(M6.0),99.9366,17.046,15.762,18.824,8.144840240478516,0.6878880262374878,"230 (-140,+230)",230.0,180.0,230.0,140.0,17.060055,3.0706654,1.0082481,8.144841193803245,0.3471,2.7235653,False
220197,5561620638416960768,07201973-4010364,COL135,CM,Gaia DR2 5561620638416960768,110.0822111,-40.1767634,(M5.7),99.9363,16.803,15.564,18.492,3.1559500694274902,0.74,27.5,27.5,5.5,5.5,5.5,17.115,3.1305704,1.0080601,3.155952994996393,0.6832,2.4473705,False
243522,3198020695710702080,04313472-0751008,CWNU1018,CM,Gaia eDR3 3198020695710702080,67.8946179,-7.8502573,(M5.9),99.936,16.456,15.228,18.066,6.165949821472168,0.4302479922771454,"153 (-74,+110)",153.0,92.0,110.0,74.0,16.470451,2.8465729,1.0439705,6.1659473931908115,0.3628,2.4837728,False
145668,5589633686432810880,07230305-3611055,COL135,CM,Gaia DR2 5589633686432810880,110.7626901,-36.1848772,(M6.0),99.9359,16.619,15.344,18.417,2.8866899013519287,0.28,27.5,27.5,5.5,5.5,5.5,16.735369,3.149416,1.1123445,2.886692954544176,0.6391,2.510316,False
24633,6044150662120075136,16284611-2849445,RATZSCO6,HM,Gaia DR2 6044150662120075136,247.1921283,-28.8291407,(M6.0),99.9355,14.998,13.794,16.549,6.710939884185791,2.864,"12.6 (-2.0,+0.3)",12.6,1.3,0.3,2.3,15.140141,2.844225,1.0666618,6.710935232579348,,,False
243523,3198048011702657920,04312916-0731007,CWNU1018,CM,Gaia eDR3 3198048011702657920,67.871525,-7.5169086,(M6.0),99.9354,17.249,15.972,19.037,6.021570205688477,0.5323690176010132,"153 (-74,+110)",153.0,92.0,110.0,74.0,17.26329,3.0743885,1.003919,6.02157095231984,0.4029,2.6714885,False
148130,5631185467798727552,09161585-3132508,THEIA376,CM,Gaia DR2 5631185467798727552,139.0659608,-31.5474042,(M5.8),99.9353,17.354,16.168,18.87,3.83882999420166,3.9203500747680664,269.2,269.2,68.2,68.2,68.2,17.429502,2.748951,1.0247083,3.8388252702592327,0.4291,2.319851,False
58769,248043574053255680,03360287+4642576,APER,HM,Gaia DR2 248043574053255680,54.0121146,46.7158867,(M1.6),99.9352,14.709,13.633,15.905,5.657209873199463,0.36,79 +1.5/-2.3,79.0,1.9,1.5,2.3,14.876393,2.365779,0.99937475,5.657213410965904,0.4043,1.961479,False
2003160,2921958649109077632,06533014-2429097,HSC1865,CM,Gaia DR3 2921958649109077632,103.3755868,-24.4861023,(M5.6),99.9351,16.38177,15.44425,17.2771,1.1191466452044097,5.403846511851719,"7.7 (-2.8,+3.7)",7.7,3.3,3.7,2.8,16.381775,1.832901,1.0212369,1.1191466452044097,0.6139,1.219001,False
121276,5290779210458009728,08013706-6028527,NGC2516,HM,Gaia DR2 5290779210458009728,120.4043495,-60.4813035,(M0.6),99.935,16.645,15.625,17.727,2.5880300998687744,6.604,195 ± 25,195.0,25.0,25.0,25.0,16.858791,2.2207003,0.9942403,2.5880334313590243,,,False
2142,64986325522809728,03480497+2324138,PLE,HM,Cl* Melotte 22 DH 546,57.0208009,23.4036024,(M6.0),99.9348,18.182,16.845,20.017,7.452760219573975,0.238,127.4 +6.3/-10,127.4,8.15,6.3,10.0,18.267855,3.2330418,1.100372,7.452761101984951,0.4274,2.8056417,False
558682,4169783400352206208,17383486-0649386,MOPH,CM,Gaia EDR3 4169783400352206208,264.6452325,-6.8274814,(M6.0),99.9346,14.159,13.594,15.17,5.065499782562256,1.9619200229644775,125,125.0,25.0,25.0,25.0,16.180197,2.6272068,1.0190738,5.065503329262934,0.6371,1.9901068,False
121396,5290818135741700224,07590180-6038562,NGC2516,HM,Gaia DR2 5290818135741700224,119.7574719,-60.6489238,(M5.6),99.9341,18.671,17.411,20.353,2.249619960784912,0.397333,195 ± 25,195.0,25.0,25.0,25.0,18.873102,3.0737839,0.98434764,2.249617709882768,0.3933,2.6804838,False
17334,5239770563969875456,10392000-6438588,IC2602,HM,RX J1039.3-6438,159.8332678,-64.6496527,(M2.7),99.9338,14.826,13.671,16.197,6.352789878845215,2.05,40.0 (+1.9/-1.4),40.0,1.7,1.9,1.4,14.868809,2.552106,1.0932205,6.35278718919444,0.3125,2.239606,False
2070034,1801553031930673152,20150691+1027007,HSC440,CM,Gaia DR3 1801553031930673152,303.7788268,10.450169,(M3.9),99.9333,18.47821,17.23474,20.07128,2.6250165788801154,1.344642735064009,"93 (-49,+120)",93.0,86.0,120.0,49.0,18.478228,2.8366776,1.0002447,2.6250165788801154,0.4895,2.3471775,False
163319,63662311661690880,03523580+2121232,PLE,HM,Gaia DR2 63662311661690880,58.1493034,21.3562948,(M6.0),99.9332,16.627,15.37,18.347,6.951970100402832,0.6511819958686829,127.4 +6.3/-10,127.4,8.15,6.3,10.0,16.772198,3.0712175,1.004932,6.951973073080217,0.4929,2.5783176,False
3492694,5825702715598259840,,THEIA181,CM,Gaia DR3 5825702715598259840,234.51981285450057,-65.28219978561408,(M1.2),99.9332,17.41509,16.36355,18.56272,1.7856534414047542,4.119864734710555,"113 (-48,+76)",113.0,62.0,76.0,48.0,17.415092,2.199112,1.0321546,1.7856534414047542,0.3018,1.8973119,False
91507,4054206341525668352,17405244-3221416,NGC6405,HM,Gaia DR2 4054206341525668352,265.218536,-32.361572,(M1.3),99.9331,16.67,15.614,17.697,2.2977099418640137,2.284320116043091,105 ± 20,105.0,20.0,20.0,20.0,17.059008,2.3012094,1.0144073,2.2977121642786664,0.366,1.9352095,False
121580,5290885377749126016,07510523-6107212,NGC2516,HM,Gaia DR2 5290885377749126016,117.7717337,-61.1225571,(M2.4),99.933,17.936,16.804,19.391,2.433729887008667,5.256,195 ± 25,195.0,25.0,25.0,25.0,18.193707,2.7423496,1.0713776,2.4337298176542363,0.4304,2.3119497,False
121488,5290835624848325760,07590147-6023534,NGC2516,HM,Gaia DR2 5290835624848325760,119.7560368,-60.3981861,(M5.6),99.933,18.171,16.999,19.616,2.4766900539398193,20.395,195 ± 25,195.0,25.0,25.0,25.0,18.376915,2.744276,0.92907417,2.476693837144879,0.4851,2.259176,False
128160,5338675139584899072,11034745-5901410,NGC3532,HM,Gaia DR2 5338675139584899072,165.9478235,-59.0281076,(M1.1),99.933,16.437,15.389,17.279,2.051219940185547,11.5505,360 ± 20,360.0,20.0,20.0,20.0,16.545788,1.9506149,1.0898867,2.051219758224395,0.2754,1.6752149,False
119449,5275835369963857280,,NGC2516,CM,Gaia DR2 5275835369963857280,119.52359933960578,-64.72303965406712,(M3.8),99.9329,17.801,16.568,19.274,2.514080047607422,0.4158529937267303,195 ± 25,195.0,25.0,25.0,25.0,17.962643,2.8086777,1.0146569,2.5140775721858044,0.5415,2.2671776,False
2117702,1926969929560073728,23464292+4618093,HSC883,CM,Gaia DR3 1926969929560073728,356.678891,46.3025392,(M0.8),99.9325,16.6443,15.61484,17.71303,2.47633400453747,1.6232482100258334,"88 (-48,+110)",88.0,81.0,110.0,48.0,16.644312,2.098054,0.93579054,2.47633400453747,0.3829,1.7151539,False
151627,5817545576252818688,,HSC2712,CM,Gaia DR2 5817545576252818688,253.5970239,-64.5569403,(M0.1),99.932,15.171,14.178,16.049,4.05443000793457,8.65073013305664,"310 (-150,+580)",310.0,370.0,580.0,150.0,15.304611,1.9435577,1.0620791,4.054426281045174,0.3807,1.5628577,False
121434,5290823671959351296,,NGC2516,HM,Gaia DR2 5290823671959351296,120.01014424893624,-60.58704713339661,(M0.9),99.9319,16.918,15.881,18.043,2.490959882736206,1.4747300148010254,195 ± 25,195.0,25.0,25.0,25.0,17.137426,2.2842712,1.0464287,2.4909578565853088,0.2801,2.0041714,False
2759,65507807569730304,04004023+2326542,PLE,HM,Gaia DR2 65507807569730304,60.1677597,23.4481786,(M6.0),99.9318,16.889,15.577,18.867,7.773349761962891,0.1296,127.4 +6.3/-10,127.4,8.15,6.3,10.0,16.982033,3.3524837,1.0454,7.773348548881009,0.5553,2.7971838,False
3945272,604918900665305600,08520732+1151313,NGC2682,CM,Gaia DR3 604918900665305600,133.0303893,11.8588025,(M0.9),99.9316,18.47075,17.4347,19.57816,1.1657274094912444,33.6,~4000,4168.7,,,,18.47079,2.1437435,0.9772798,1.1657274094912444,0.1822,1.9615436,False
220194,5561614350584396800,07195484-4013548,COL135,CM,Gaia DR2 5561614350584396800,109.9785,-40.2318749,(M1.4),99.9316,15.251,14.184,16.419,3.172199964523315,3.14,27.5,27.5,5.5,5.5,5.5,15.590862,2.4262142,1.043227,3.172201271328108,0.3678,2.0584142,False
120432,5290028102278347136,08035620-6050135,NGC2516,HM,Gaia DR2 5290028102278347136,120.9842212,-60.837106,(M2.3),99.9315,17.2,16.07,18.548,2.494230031967163,1.0082600116729736,195 ± 25,195.0,25.0,25.0,25.0,17.398731,2.5958157,1.0907894,2.4942275566377425,0.408,2.1878157,False
243403,3185711491238648064,04364505-0838286,CWNU1018,CM,Gaia eDR3 3185711491238648064,69.1876749,-8.6412934,(M3.6),99.9313,16.793,15.571,18.406,5.874889850616455,0.5862969756126404,"153 (-74,+110)",153.0,92.0,110.0,74.0,16.809496,2.845787,1.0044433,5.874891702337503,0.3471,2.498687,False
243528,3198456926947648128,04335624-0709127,CWNU1018,CM,Gaia eDR3 3198456926947648128,68.4842669,-7.1536424,(M5.7),99.9313,17.344,16.091,19.124,6.008709907531738,0.49549201130867,"153 (-74,+110)",153.0,92.0,110.0,74.0,17.358257,3.042282,0.9875309,6.008712065787798,0.4579,2.584382,False
4079224,951478536173055744,06482297+4100517,NGC2281,CM,Gaia DR3 951478536173055744,102.0957203,41.0143121,(M0.8),99.931,16.48903,15.45832,17.60152,1.9492489115956495,6.06,631.0,631.0,,,,16.489017,2.1433191,1.0416439,1.9492489115956497,0.3607,1.7826191,False
445961,5566114411157899392,07093531-3702475,COL135,CM,Gaia eDR3 5566114411157899392,107.3970876,-37.0465028,(M5.6),99.9308,16.285,14.97,17.781,3.2514400482177734,0.53,27.5,27.5,5.5,5.5,5.5,16.337904,2.8458443,3.278685,3.251435222330879,,,True
282436,5290723783899479424,07562110-6049153,NGC2516,HM,Cl* NGC 2516 JTH 4069,119.0878044,-60.8208694,(M6.1),99.9307,17.98,16.762,19.696,2.2283899784088135,0.567,195 ± 25,195.0,25.0,25.0,25.0,18.19888,3.0739174,0.9755013,2.2283884480345515,0.5892,2.4847174,False
248965,5089524086708847104,04072171-2244472,HSC1733,CM,Gaia eDR3 5089524086708847104,61.8405704,-22.7464774,(M6.0),99.9306,16.373,15.129,18.035,5.852389812469482,1.1748900413513184,"64 (-32,+74)",64.0,53.0,74.0,32.0,16.382677,2.913229,1.0934833,5.852394347728271,0.4201,2.493129,False
17289,5251906595358394496,10361023-6359502,IC2602,HM,RX J1036.1-6359,159.0425041,-63.9972485,(M3.1),99.9305,14.919,13.733,16.383,6.680659770965576,1.52,40.0 (+1.9/-1.4),40.0,1.7,1.9,1.4,14.95656,2.6733189,1.1202931,6.680663915203143,0.3844,2.288919,False
3020636,4277631163034264832,18151759+0223213,HSC295,CM,Gaia DR3 4277631163034264832,273.8233204,2.3891533,(M1.5),99.9304,16.76877,15.69423,17.99651,2.5959970085153223,6.210536858686954,"154 (-62,+150)",154.0,110.0,150.0,62.0,16.768805,2.3022528,1.0140009,2.5959970085153223,0.389,1.9132528,False
2492,63839023796354560,03520665+2201146,PLE,HM,Gaia DR2 63839023796354560,58.0278472,22.0205453,(M5.8),99.9303,17.053,15.785,18.81,8.012550354003906,0.4663099944591522,127.4 +6.3/-10,127.4,8.15,6.3,10.0,17.154518,3.0913715,0.9361239,8.012548161643274,0.4443,2.6470716,False
4147054,2921566776293868672,06584406-2407292,CAMAS,HM,Gaia DR3 2921566776293868672,104.683597,-24.124796,(M0.6),99.9303,17.34767,16.32971,18.36044,1.0460876041474398,2.846734925797264,1-22,12.0,11.0,11.0,11.0,17.347673,2.030527,0.9720021,1.0460876041474398,0.2192,1.8113271,False
16850,636134890475398144,,PRA,CM,Gaia DR2 636134890475398144,136.325522688946,18.2875689570978,(M4.1),99.9303,17.193,15.933,18.886,5.9195098876953125,2.743,617,617.0,25.0,40.0,10.0,17.210737,2.965209,0.9684358,5.9195078393747576,0.3858,2.5794091,False
1458,68279225408437888,03415149+2419275,PLE,HM,Cl* Melotte 22 BPL 27,55.4646257,24.3241275,(M6.2),99.9302,18.887,17.502,21.071,7.161839962005615,0.6488,127.4 +6.3/-10,127.4,8.15,6.3,10.0,18.960083,3.6220531,1.0075848,7.161844786532234,0.1951,3.426953,False
1257,67747615832673408,03371651+2311045,PLE,HM,Cl* Melotte 22 DH 69,54.3189384,23.1843895,(M5.9),99.9301,16.434,15.183,18.148,7.990359783172607,0.44885,127.4 +6.3/-10,127.4,8.15,6.3,10.0,16.504719,3.010007,0.99770606,7.99036369694287,0.4185,2.591507,False
96175,414578044737170560,00500206+4946187,HURE4378,CM,Gaia DR2 414578044737170560,12.5086420027603,49.7718699783921,(M2.2),99.9298,17.871,16.749,19.266,2.4093499183654785,1.693940043449402,"149 (-77,+110)",149.0,93.0,110.0,77.0,18.049406,2.6216946,0.9898052,2.409353724698516,0.3408,2.2808945,False
120093,5289673372337688832,08090819-6157242,NGC2516,HM,Gaia DR2 5289673372337688832,122.2840985,-61.9566825,(M6.0),99.9297,17.478,16.354,18.849,2.4969699382781982,1.060979962348938,195 ± 25,195.0,25.0,25.0,25.0,17.69211,2.6223812,0.989243,2.496971003471744,0.4799,2.1424813,False
64805,2967712179794024832,05464983-1750291,THEIA807,CM,Gaia DR2 2967712179794024832,86.7075877,-17.8414476,(M5.5),99.9297,16.439,15.373,17.591,3.067110061645508,1.2484400272369385,169.8,169.8,43.0,43.0,43.0,16.472672,2.2371235,1.0252262,3.0671060618498043,0.2199,2.0172236,False
159055,5947443529227245440,17512496-4926392,CALES9,CM,Gaia DR2 5947443529227245440,267.8540729,-49.4442681,(M1.5),99.9293,15.616,14.545,16.797,4.9090399742126465,0.5625470280647278,281.8,281.8,56.0,56.0,56.0,15.766058,2.3364964,0.916049,4.9090388038556725,0.3448,1.9916964,False
31318,1823082504717697792,20011611+1940507,THEIA228,CM,Gaia DR2 1823082504717697792,300.3171275,19.680741,(M1.2),99.9291,15.483,14.432,16.576,3.134320020675659,0.4679880142211914,138.0,138.0,35.0,35.0,35.0,15.548667,2.18077,0.9828359,3.1343216092817703,0.2192,1.9615699,False
3945216,604917006584145792,08513526+1147399,NGC2682,CM,Gaia DR3 604917006584145792,132.896943,11.79444,(M1.2),99.929,18.55704,17.50562,19.78065,1.040531917818705,46.9,~4000,4168.7,,,,18.557055,2.274044,0.9694036,1.0405319178187047,0.2587,2.0153441,False
113882,510001497828244992,01370450+6125445,STOC2,CM,Gaia DR2 510001497828244992,24.2688845,61.4289737,(M0.6),99.9287,16.442,15.425,17.531,2.8222899436950684,0.6289520263671875,398.1,398.1,79.6,79.6,79.6,16.738293,2.270296,0.9764461,2.8222905498442747,0.3548,1.9154961,False
243472,3191747844434161024,04194357-0924338,CWNU1018,CM,Gaia eDR3 3191747844434161024,64.931536,-9.4093946,(M3.8),99.9287,16.478,15.24,18.15,6.579090118408203,0.8989139795303345,"153 (-74,+110)",153.0,92.0,110.0,74.0,16.488234,2.916294,0.9865044,6.579089362836172,0.3952,2.521094,False
3912199,598903055937325312,08502749+1134208,NGC2682,CM,Gaia DR3 598903055937325312,132.614474,11.5724293,(M0.4),99.9284,18.20479,17.1971,19.29388,1.136041161246096,27.3,~4000,4168.7,,,,18.204798,2.096096,1.0232129,1.1360411612460959,0.3128,1.7832961,False
289421,5590179284718158208,07122369-3621076,COL135,CM,Gaia DR2 5590179284718158208,108.098733,-36.352135,(M5.1),99.9282,16.938,15.604,18.464,3.0601799488067627,0.9,27.5,27.5,5.5,5.5,5.5,17.04264,2.9311657,2.1909456,3.060181998249927,,,True
35303,1955214012455105280,22110665+3749414,THEIA813,CM,Gaia DR2 1955214012455105280,332.7777942,37.8282124,(M1.7),99.9281,16.695,15.609,17.838,2.8505799770355225,7.497719764709473,316.2,316.2,51.0,51.0,51.0,16.815403,2.2965431,1.0305201,2.850582586003607,0.2974,1.9991431,False
104590,441493058594758400,03263666+4938129,APER,HM,Gaia DR2 441493058594758400,51.6529044,49.636836,(M6.0),99.928,16.123,14.885,17.732,5.8157501220703125,0.287,79 +1.5/-2.3,79.0,1.9,1.5,2.3,16.306187,2.9642735,1.0510178,5.815752674352874,,,False
127864,5338651255238326656,11054399-5856250,NGC3532,HM,Gaia DR2 5338651255238326656,166.433299,-58.940292,(M1.2),99.9279,16.701,15.649,17.576,2.033360004425049,16.8048,360 ± 20,360.0,20.0,20.0,20.0,16.811913,1.9895248,0.99640983,2.033357623190375,0.3403,1.6492249,False
256322,5290765908938568704,08001099-6046574,NGC2516,HM,2MASS J08001099-6046574,120.0458946,-60.7825953,(M3.7),99.9279,18.68,17.449,20.185,2.3789899349212646,0.352,195 ± 25,195.0,25.0,25.0,25.0,18.879921,2.8636208,1.0371315,2.3789916951868095,0.4469,2.4167209,False
16755,665337717447180800,08413659+2224462,PRA,HM,2MASS J08413659+2224462,130.402307562149,22.4127776758718,(M3.3),99.9277,16.016,14.818,17.508,6.347489833831787,16.2,617,617.0,25.0,40.0,10.0,16.028343,2.6985216,1.0348806,6.347493473626575,0.3557,2.3428216,False
65307,2994551533506889728,06132800-1320159,VELA,CM,Gaia DR2 2994551533506889728,93.3666547,-13.3377704,(M1.9),99.9275,15.809,14.714,17.033,3.2615699768066406,0.4275670051574707,2-9960,4981.0,4979.0,4979.0,4979.0,15.893966,2.3669853,1.0365196,3.261569641369216,,,False
24822,6048885983817467136,16173723-2455364,GRSCOS17C,CM,EPIC 203788453,244.405076264308,-24.9268490580064,(M0.4),99.9273,13.827,12.817,14.966,6.099850177764893,4.99805,12.5,12.5,0.6,0.6,0.6,14.346213,2.4366198,1.0487779,6.09985085221123,0.6478,1.7888198,False
6714,636535048284271360,09025523+1946422,PRA,HM,EPIC 211970117,135.7299517,19.7783486,(M5.7),99.9271,15.893,14.711,17.346,6.399849891662598,22.58,617,617.0,25.0,40.0,10.0,15.908156,2.644126,1.0929049,6.399852519963777,0.3468,2.2973258,False
436371,5290823156563002112,07591431-6029365,NGC2516,CM,Gaia eDR3 5290823156563002112,119.809641,-60.493488,(M3.7),99.9267,19.208,17.979,20.496,2.627000093460083,0.578,195 ± 25,195.0,25.0,25.0,25.0,19.401548,2.639967,1.0586246,2.6270014124570817,,,False
422398,4183924975308561024,19180159-1623004,RUP147,CM,Gaia eDR3 4183924975308561024,289.5066362,-16.3836035,(M5.7),99.9266,18.104,16.911,19.671,3.422139883041382,28.966,3090.3,3090.3,618.1,618.1,618.1,18.305382,2.885744,0.9732809,3.4221392716059817,0.3333,2.552444,False
104700,441813566235162240,03285433+5016183,APER,HM,Gaia DR2 441813566235162240,52.2265279,50.271645,(M1.6),99.9264,14.854,13.775,16.061,5.742839813232422,5.422,79 +1.5/-2.3,79.0,1.9,1.5,2.3,15.056889,2.3998957,1.0186365,5.742840236599643,,,False
2880962,4065971979238016896,,NGC6530,CM,Gaia DR3 4065971979238016896,271.14667564961206,-24.393093637545668,(M1.0),99.925,16.70188,15.66133,17.72712,0.7782426185975769,10.07842,5.5 ± 0.6,5.5,0.6,0.6,0.6,16.701908,2.0657415,0.9150485,0.7782426185975769,1.4895,0.5762415,False
287312,5289955809387504768,08063423-6110561,NGC2516,HM,Gaia DR2 5289955809387504768,121.6426324,-61.1823037,(M3.9),99.9249,18.938,17.695,20.468,2.485359907150269,0.6712989807128906,195 ± 25,195.0,25.0,25.0,25.0,19.13462,2.901516,0.9710276,2.485358429919132,,,False
95044,4114598495142929024,17144171-2209484,HSC2976,CM,Gaia DR2 4114598495142929024,258.6737679,-22.163616,(M2.3),99.9248,12.742,11.612,13.993,9.646089553833008,0.80589,"25 (-20,+52)",25.0,36.0,52.0,20.0,12.750489,2.3857937,1.0796235,9.646086497814107,0.2803,2.1054938,False
455258,662193320350939904,08274132+1754100,PRA,CM,Gaia eDR3 662193320350939904,126.9220596,17.902751,(M5.9),99.9248,18.442,17.137,20.338,4.851399898529053,0.842,617,617.0,25.0,40.0,10.0,18.4639,3.213913,1.032214,4.851395554969387,,,False
250166,53465573967635456,04015094+2259159,PLE,HM,Gaia eDR3 53465573967635456,60.4623324,22.9875614,(M7.0),99.9247,18.676,17.247,20.823,7.519130229949951,0.2352,127.4 +6.3/-10,127.4,8.15,6.3,10.0,18.67558,3.576971,0.98501277,7.519127412921546,1.1859,2.391071,False
145108,5585551027962400384,,HURE4872,CM,Gaia DR2 5585551027962400384,113.41352643973352,-37.76581680849613,(M0.5),99.9242,13.549,12.534,14.366,5.239520072937012,0.44,"100 (-45,+69)",100.0,57.0,69.0,45.0,13.564761,1.8398829,1.1184736,5.239522937367625,0.9831,0.85678285,False
59092,251005761459465600,04012125+5143179,APER,HM,Gaia DR2 251005761459465600,60.3386745,51.721519,(M2.3),99.9242,15.296,14.171,16.607,5.239610195159912,0.504,79 +1.5/-2.3,79.0,1.9,1.5,2.3,15.461712,2.533472,1.1008415,5.239614629240099,0.3906,2.142872,False
104526,441370600488018048,03250993+4823392,APER,HM,Gaia DR2 441370600488018048,51.291503,48.3941284,(M5.6),99.9239,15.946,14.722,17.527,5.825459957122803,0.361,79 +1.5/-2.3,79.0,1.9,1.5,2.3,16.116497,2.9137268,1.0757307,5.825464427868697,0.4757,2.438027,False
1389,68185221460637824,03404630+2409257,PLE,HM,2MASS J03404630+2409257,55.1930110266251,24.1570319939106,(M4.0),99.9238,16.508,15.26,18.182,7.313759803771973,0.47,127.4 +6.3/-10,127.4,8.15,6.3,10.0,16.584269,2.970541,1.0239469,7.313755069457189,0.426,2.544541,False
161453,6028569929621780736,17030538-3048118,THEIA368,CM,Gaia DR2 6028569929621780736,255.77236452,-30.80349853,(M4.2),99.9238,16.685,15.421,18.449,7.401710033416748,0.7130720019340515,166.0,166.0,42.0,42.0,42.0,16.699154,3.0368423,1.0191019,7.40170903206737,0.4248,2.6120424,False
431201,507145890024501248,02092313+5955229,STOC2,CM,Gaia eDR3 507145890024501248,32.3465295508135,59.9230096782409,(M2.3),99.9234,17.969,16.839,19.444,2.629729986190796,0.6546570062637329,398.1,398.1,79.6,79.6,79.6,18.625399,2.9985752,1.0099585,2.6297253392326834,0.5619,2.436675,False
3169385,466903390789015936,03124123+6318394,TRU3,CM,Gaia DR3 466903390789015936,48.1718496,63.3109541,(M1.3),99.9233,17.48345,16.42731,18.69934,1.583462260228258,1.7483844487200315,47.9,47.9,,,,17.483444,2.27182,0.99641883,1.583462260228258,1.5403,0.73152006,False
3912200,598903090297061760,08502215+1133538,NGC2682,CM,Gaia DR3 598903090297061760,132.5922839,11.5649266,(M0.1),99.9233,18.15852,17.16511,19.23293,1.2658326951551762,47.8,~4000,4168.7,,,,18.158512,2.067974,0.98585874,1.2658326951551762,0.2862,1.781774,False
24248,6043120797681507584,15591872-2648140,CWNU1143,CM,EPIC 203234300,239.827929181813,-26.804031127179,(M3.4),99.923,14.454,13.247,15.994,9.003270149230957,3.035,"18.5 (-8.3,+15.0)",18.5,12.0,15.0,8.3,14.54057,2.8010635,1.1671125,9.00327193027966,0.4142,2.3868635,False
2117749,1927356648416462464,23495021+4639495,HSC883,CM,Gaia DR3 1927356648416462464,357.459242,46.663773,(M0.7),99.9224,15.88719,14.8609,16.95004,2.5096925157036067,1.5758488220820426,"88 (-48,+110)",88.0,81.0,110.0,48.0,15.887194,2.0891266,1.0008237,2.5096925157036067,0.1687,1.9204266,False
157537,5922792306739037696,17153037-5434143,CALES9,CM,Gaia DR2 5922792306739037696,258.8765776,-54.5706974,(M5.8),99.9217,16.745,15.552,18.268,4.7062201499938965,1.8688600063323977,281.8,281.8,56.0,56.0,56.0,16.887873,2.8041086,1.0013983,4.7062199537993195,0.4846,2.3195086,False
120283,5289930726778353280,08050000-6117326,NGC2516,HM,Gaia DR2 5289930726778353280,121.250027,-61.292393,(M3.2),99.9216,18.754,17.559,20.221,2.38782000541687,0.3372739851474762,195 ± 25,195.0,25.0,25.0,25.0,18.959301,2.790472,1.0746913,2.3878171320030175,0.0622,2.728272,False
65009,2984528694742238976,05304184-1430123,THEIA304,CM,Gaia DR2 2984528694742238976,82.6743042679955,-14.503456570081,(M6.0),99.9216,17.079,15.674,18.376,3.978909969329834,0.634090006351471,204.2,204.2,47.0,47.0,47.0,17.079414,2.7022753,1.2847012,3.978907948471708,,,True
145351,5587138825832077440,07411027-3704342,HURE4872,CM,Gaia DR2 5587138825832077440,115.2927437,-37.0761187,(M1.7),99.9214,15.054,13.967,16.249,5.065549850463867,0.27,"100 (-45,+69)",100.0,57.0,69.0,45.0,15.072286,2.291978,1.0321652,5.0655473907034105,0.2877,2.004278,False
158492,5935452083624255104,16214202-4915184,HSC2765,CM,Gaia DR2 5935452083624255104,245.425098,-49.255119,(M0.7),99.9213,15.298,14.274,16.403,4.653619766235352,1.8308199644088743,"172 (-82,+160)",172.0,120.0,160.0,82.0,15.622998,2.3096228,1.0023437,4.653622765075055,,,False
25618,6244705293871433856,16200899-2012222,HSC2931,CM,EPIC 204932248,245.0374191,-20.206309,(M4.3),99.9213,14.857,13.581,16.656,7.675600051879883,3.7208,"6.3 (-3.0,+3.3)",6.3,3.1,3.3,3.0,15.183405,3.2920399,1.0506006,7.675598789429829,0.9258,2.3662398,False
436024,5289993776897860224,08000684-6111234,NGC2516,CM,Gaia eDR3 5289993776897860224,120.028516,-61.189842,(M4.2),99.9212,19.47,18.207,20.763,2.2692999839782715,0.659,195 ± 25,195.0,25.0,25.0,25.0,19.67359,2.69067,1.0031923,2.269304734672641,,,False
286379,4055105574530420864,17413596-3140181,NGC6405,HM,Gaia DR2 4055105574530420864,265.39985323,-31.67171254,(M0.1),99.9211,16.453,15.46,17.545,2.278480052947998,6.942530155181885,105 ± 20,105.0,20.0,20.0,20.0,16.843231,2.2981596,0.9864941,2.278484608866135,0.4435,1.8546596,False
19966,5896470891729962368,14065398-5438446,GRSCOS25,CM,Gaia DR2 5896470891729962368,211.724923,-54.645729,(M0.3),99.921,12.579,11.575,13.595,8.52927017211914,7.0159502029418945,20.7,20.7,2.0,2.0,2.0,12.620426,2.0426998,1.0747838,8.529272591905118,0.221,1.8216999,False
3970,4879882953420861184,04533604-2835349,COL,CM,UCAC3 123-12808,73.4003625,-28.5930847,(M5.8),99.9207,13.549,12.136,15.312,16.333842376708983,0.4378,33.7 (+2.0/-1.9),33.7,2.0,2.0,1.9,13.54859,3.1752062,,,,,
2081,63327682168301952,03473112+2110514,PLE,HM,Cl* Melotte 22 DH 519,56.8797686,21.1807675,(M6.0),99.9206,16.768,15.484,18.519,7.907979965209961,0.5596,127.4 +6.3/-10,127.4,8.15,6.3,10.0,16.878279,3.1077242,0.9688982,7.907977523120273,0.4359,2.6718242,False
